batter_id,name,batter_hand,team,slot,pitcher,pitcher_hand,opp_pitcher_id,game_pk,matchup,start_time,game_date,game_state,p_hit,hit_odds,no_hit_odds,yes_cents,has_hit,last5,lineup_source,bvp_ab,bvp_h,bvp_avg,b_hit_rate,b_xba,b_hardhit,b_n_games,b_days_rest,platoon_adv,park_factor,p_rating,p_grade,p_csw,p_k_bb,p_hardhit_allowed,p_n_games,p_days_rest,is_opener,b_hit_rate_vs_L,b_hit_rate_vs_R
608348,Carson Kelly,R,CHC,2,Freddy Peralta,R,642547,823612,CHC @ NYM,4:10 PM,25/06,Final,0.6480102952282207,-150,113,,False,1101001111,live,0,0,0.0,0.2775682562021714,0.2833875135376144,0.351226915573843,20,1,0,0.935,49.3,D,0.26713286713286716,2.2141751052877328,0.4028487540916878,15,5,0,0.288135593220339,0.2786885245901639
664761,Alec Bohm,R,PHI,5,Cade Cavalli,R,676917,822717,PHI @ WSH,3:45 PM,25/06,Final,0.6473341546634278,,,,False,0011111010,live,1,0,0.0,0.26284957801555353,0.29421193632036047,0.32984359845299815,20,1,0,1.045,47.7,D,0.2974683544303797,2.688756314026489,0.41607460055767426,15,5,0,0.21649484536082475,0.2303370786516854
669127,Shea Langeliers,R,ATH,3,Landen Roupp,R,694738,823209,ATH @ SF,12:45 PM,25/06,Final,0.6473341546634278,-224,166,,True,1111011000,live,0,0,0.0,0.15641860974204164,0.2798658607032543,0.3347455622853349,20,1,0,1.005,70.6,B,0.2923611111111111,2.618177948894426,0.307592833845339,15,6,0,0.2716049382716049,0.2626728110599078
683011,Anthony Volpe,R,NYY,6,Connelly Early,L,813349,824747,NYY @ BOS,4:10 PM,25/06,Final,0.6464734443924558,,,,False,1111110110,live,0,0,0.0,0.31182730369156314,0.37975117724272617,0.43520308364999577,20,1,1,1.07,61.0,C,0.28102189781021897,2.5824408155166583,0.40264786695100463,15,5,0,0.2641509433962264,0.2708333333333333
647304,Josh Naylor,L,SEA,4,Bubba Chandler,R,696149,823366,SEA @ PIT,9:35 AM,25/06,Final,0.6450242276645647,-275,202,,True,0101111011,live,0,0,0.0,0.26297319677129705,0.2903716761726818,0.42627265902560396,20,1,1,1.01,60.4,C,0.2642244738893219,1.76804653036295,0.35262488252478463,15,6,0,0.275,0.2548076923076923
682985,Riley Greene,L,DET,4,Tatsuya Imai,R,837227,824258,HOU @ DET,3:40 PM,25/06,Final,0.6450242276645647,-215,160,,True,1110001101,live,0,0,0.0,0.2279876202971883,0.3256649005522828,0.5052022734718501,20,1,1,1.0,44.0,D,0.29770992366412213,1.6031880921105457,0.3896381136015484,10,6,0,0.3076923076923077,0.2864583333333333
690993,Colt Keith,L,DET,5,Tatsuya Imai,R,837227,824258,HOU @ DET,3:40 PM,25/06,Final,0.6448529678925242,-154,116,,False,1001001100,live,0,0,0.0,0.12275032757294642,0.31147949285878274,0.4529530273810544,20,1,1,1.0,44.0,D,0.29770992366412213,1.6031880921105457,0.3896381136015484,10,6,0,,0.25
693304,Nick Gonzales,R,PIT,4,Bryce Miller,R,682243,823366,SEA @ PIT,9:35 AM,25/06,Final,0.6445410126015102,-207,154,,True,0100110111,live,0,0,0.0,0.2791274969028403,0.30813923564039236,0.2792743381934412,20,1,0,1.01,90.4,A,0.28647686832740216,10.920994854721954,0.2734544422656203,7,6,0,0.28169014084507044,0.29901960784313725
571448,Nolan Arenado,R,AZ,5,Michael Mcgreevy,R,700241,823042,AZ @ STL,4:45 PM,25/06,Postponed,0.6431987258915507,-182,136,,False,1100101111,estimated,0,0,0.0,0.17687395007265827,0.25665314869399447,0.29437280984143677,20,1,0,1.035,39.8,D,0.24905087319665908,2.5218931841461534,0.4110218604499318,15,6,0,0.2375,0.23699421965317918
677594,Julio Rodríguez,R,SEA,3,Bubba Chandler,R,696149,823366,SEA @ PIT,9:35 AM,25/06,Final,0.6406287494443985,-269,198,,True,1001110101,live,0,0,0.0,0.2057016143497049,0.38546982946276515,0.483422114808624,20,1,0,1.01,60.4,C,0.2642244738893219,1.76804653036295,0.35262488252478463,15,6,0,0.2765957446808511,0.2398190045248869
677800,Wilyer Abreu,L,BOS,3,Cam Schlittler,R,693645,824747,NYY @ BOS,4:10 PM,25/06,Final,0.6406287494443985,-189,141,,False,1101011110,live,2,2,1.0,0.2630214076829056,0.26181097194267544,0.35651077573839496,20,1,1,1.07,73.5,B,0.2918395573997234,6.405089977864863,0.3854392175177227,16,6,0,0.3611111111111111,0.24770642201834864
641487,J. P. Crawford,L,SEA,1,Bubba Chandler,R,696149,823366,SEA @ PIT,9:35 AM,25/06,Final,0.6402728938834767,-221,164,,True,1110000111,live,0,0,0.0,0.2684548304024308,0.3627021983770056,0.2872964767950297,20,1,1,1.01,60.4,C,0.2642244738893219,1.76804653036295,0.35262488252478463,15,6,0,0.17543859649122806,0.24074074074074073
682626,Francisco Álvarez,R,NYM,5,Matt Boyd,L,571510,823612,CHC @ NYM,4:10 PM,25/06,Final,0.6397256607702697,-172,129,,False,0111110111,live,0,0,0.0,0.3351788742498476,0.4366649679663483,0.4569025916873685,20,1,1,0.935,62.7,C,0.29427792915531337,,,4,53,0,0.26666666666666666,0.2545454545454545
681481,Kerry Carpenter,L,DET,2,Tatsuya Imai,R,837227,824258,HOU @ DET,3:40 PM,25/06,Final,0.6387260759035088,-171,128,,False,1001100100,live,0,0,0.0,0.19498062576248332,0.31262822001900337,0.5409547018599771,20,1,1,1.0,44.0,D,0.29770992366412213,1.6031880921105457,0.3896381136015484,10,6,0,0.25,0.23076923076923078
682987,Spencer Jones,L,NYY,1,Connelly Early,L,813349,824747,NYY @ BOS,4:10 PM,25/06,Final,0.6384193964643929,,,,False,1000110001,live,0,0,0.0,0.16512861527260742,0.21966045727092823,0.7453013951097504,20,2,0,1.07,61.0,C,0.28102189781021897,2.5824408155166583,0.40264786695100463,15,5,0,0.2222222222222222,0.22
669384,Raynel Delgado,L,HOU,5,Troy Melton,R,675512,824258,HOU @ DET,3:40 PM,25/06,Final,0.6379001589972557,,,,False,1101010,live,0,0,0.0,0.22787863151436516,0.31224225145948215,0.20245208534592773,7,1,1,1.0,59.0,C,0.2465437788018433,2.180120219729998,0.36536523067016957,5,5,0,0.4,0.25
657041,Lane Thomas,R,KC,4,Casey Legumina,R,668984,822961,KC @ TB,9:10 AM,25/06,Final,0.6370394487262837,-163,123,,False,0111111100,live,0,0,0.0,0.20152413501906496,0.37582530313215956,0.4257480044263554,20,1,0,0.955,57.2,C,0.2601279317697228,3.217419576906167,0.2784706488184316,20,8,0,0.21649484536082475,0.2328767123287671
545121,Ildemaro Vargas,L,AZ,7,Michael Mcgreevy,R,700241,823042,AZ @ STL,4:45 PM,25/06,Postponed,0.6362563781435591,,,,False,0000011001,estimated,0,0,0.0,0.09085286460954937,0.27361876179250416,0.32098188583626297,20,1,1,1.035,39.8,D,0.24905087319665908,2.5218931841461534,0.4110218604499318,15,6,0,0.27380952380952384,0.2484472049689441
