batter_id,name,batter_hand,team,slot,pitcher,pitcher_hand,opp_pitcher_id,game_pk,matchup,start_time,game_date,game_state,p_hit,hit_odds,no_hit_odds,yes_cents,has_hit,last5,lineup_source,bvp_ab,bvp_h,bvp_avg,bvp_career,bvp_since,b_hit_rate,b_xba,b_hardhit,b_babip,b_k_rate,b_n_games,b_days_rest,split_diff,park_factor,p_rating,p_grade,p_csw,p_k_bb,p_hardhit_allowed,p_k_rate,p_n_games,p_days_rest,is_opener,b_hit_rate_vs_L,b_hit_rate_vs_R,p_use_fb,p_use_bb,p_use_os,b_hr_vs_fb,b_hr_vs_bb,b_hr_vs_os,b_hr_overall,b_hit_rate_vs_sp,b_pa_vs_sp,b_hit_rate_vs_rp,b_pa_vs_rp,b_is_rookie,p_is_rookie,base_p_hit,matchup_delta,b_avg_ab,b_avg_pa,b_games_played,p_multihit,base_p_multihit,p_multihit_matchup_delta,p_hrRbi,base_p_hrRbi,p_hrRbi_matchup_delta,b_quality_first3,b_n_games_first3,p_era,p_whip_official,p_ip,p_wins,p_losses,p_so,p_bb_official,p_saves,p_blown_saves,p_save_opps,p_games_started,p_role,p_games_pitched,p_bf_official,p_hits_allowed,p_bf_per_g,p_k9,p_bb9,p_h9,p_hr9,p_avg_bf,pen_delta,pen_available_n,pen_rested_frac,def_oaa_tonight,def_oaa_n,sched_games_7d,sched_day_after_night,sched_getaway,sched_tz_shift,b_pa,b_bb_rate,b_hit_rate_long,b_k_rate_long,b_bb_rate_long,b_hardhit_long,b_xba_long,p_hit_rate_vs_hand,slot_pa_exp,def_babip_allowed
668227,Randy Arozarena,R,SEA,2,Tomoyuki Sugano,R,608372.0,824300,SEA @ COL,12:10 PM,20/09,Final,0.7923244348244349,-285.0,300.0,74.0,False,1011111111,live,6,0,0.0,1,2025,0.3425307795895397,0.3127248136158327,0.4740440284349522,0.4422853687374246,0.20542979273063033,20,1,-0.021832514060493302,1.148,35.8,D,0.23519458544839256,2.857691421335605,0.4169453262333245,0.14209483570335282,20,6,0,0.29533678756476683,0.27350427350427353,0.5063559322033898,0.2805084745762712,0.21313559322033898,0.2587601078167116,0.25,0.26548672566371684,0.2572150832104487,0.26666666666666666,394,0.3037383177570093,242,False,False,0.6798496201678813,0.11247481465655362,3.7260273972602738,4.3561643835616435,146,,,,,,,0.177728339333195,20,5.49,1.36,142.2,12.0,10.0,86.0,34.0,0.0,0.0,0.0,27.0,SP,27.0,614.0,160.0,22.7,5.43,2.14,10.09,1.96,23.251050170324476,-0.02812443482443494,4,0.4444444444444444,-1.0,7,6,1,1,0.0,4.540762867497163,0.06377592795918537,0.2793791574279379,0.2144212523719165,0.09487666034155598,0.4470414201183432,0.34425295857988164,0.2952755905511811,4.352,0.3719839816454906
686527,Dominic Canzone,L,SEA,3,Tomoyuki Sugano,R,608372.0,824300,SEA @ COL,12:10 PM,20/09,Final,0.7866384516644547,-9900.0,9900.0,99.0,True,0111111111,live,0,0,0.0,0,0,0.2925279763556842,0.33606345729076575,0.47056137290720923,0.36854226161726933,0.1748658943157659,20,1,0.006006006006006037,1.148,35.8,D,0.23519458544839256,2.857691421335605,0.4169453262333245,0.14209483570335282,20,6,0,0.25225225225225223,0.25825825825825827,0.5063559322033898,0.2805084745762712,0.21313559322033898,0.2542372881355932,0.23609756097560974,0.2239221140472879,0.24034599938214396,0.24427480916030533,295,0.27472527472527475,203,False,False,0.6647362486999745,0.12190220296448018,3.217391304347826,3.608695652173913,138,,,,,,,0.08778533645268591,20,5.49,1.36,142.2,12.0,10.0,86.0,34.0,0.0,0.0,0.0,27.0,SP,27.0,614.0,160.0,22.7,5.43,2.14,10.09,1.96,23.251050170324476,-0.026638451664454665,4,0.4444444444444444,-1.0,7,6,1,1,0.0,4.4816199947607975,0.1132643539636766,0.25692695214105793,0.2157303370786517,0.08764044943820225,0.44601328903654486,0.3469966777408638,0.27070063694267515,4.252,0.3719839816454906
677594,Julio Rodríguez,R,SEA,5,Tomoyuki Sugano,R,608372.0,824300,SEA @ COL,12:10 PM,20/09,Final,0.7763265597979099,,,,True,1111101101,live,0,0,0.0,0,0,0.23643909387208634,0.3295135488692049,0.5602844455721225,0.30222901280483294,0.23163454069413006,20,1,-0.0007478632478632452,1.148,35.8,D,0.23519458544839256,2.857691421335605,0.4169453262333245,0.14209483570335282,20,6,0,0.24519230769230768,0.24444444444444444,0.5063559322033898,0.2805084745762712,0.21313559322033898,0.22847682119205298,0.23703703703703705,0.2275132275132275,0.23159303882195448,0.2471590909090909,381,0.24074074074074073,243,False,False,0.6444733885868666,0.13185317121104323,3.972027972027972,4.363636363636363,143,,,,,,,0.03346386700471354,20,5.49,1.36,142.2,12.0,10.0,86.0,34.0,0.0,0.0,0.0,27.0,SP,27.0,614.0,160.0,22.7,5.43,2.14,10.09,1.96,23.251050170324476,-0.025451559797909917,4,0.4444444444444444,-1.0,7,6,1,1,0.0,4.419497668541689,0.050328066695372216,0.24688796680497926,0.21904761904761905,0.06285714285714286,0.45413260672116257,0.35447275204359674,0.2952755905511811,4.027,0.3719839816454906
647304,Josh Naylor,L,SEA,6,Tomoyuki Sugano,R,608372.0,824300,SEA @ COL,12:10 PM,20/09,Final,0.7624755696436022,300.0,-285.0,25.0,False,1011101110,live,0,0,0.0,0,0,0.27140214027060156,0.2976489436347324,0.38686191638425793,0.28734365872244544,0.09861115321336891,20,1,0.0033682792303482145,1.148,35.8,D,0.23519458544839256,2.857691421335605,0.4169453262333245,0.14209483570335282,20,6,0,0.2698412698412698,0.27320954907161804,0.5063559322033898,0.2805084745762712,0.21313559322033898,0.2554347826086957,0.2711297071129707,0.24436741767764297,0.2594736842105263,0.258160237388724,368,0.2925764192139738,250,False,False,0.6636270596981021,0.0988485099455001,3.9305555555555554,4.291666666666667,144,,,,,,,0.07813973227025281,20,5.49,1.36,142.2,12.0,10.0,86.0,34.0,0.0,0.0,0.0,27.0,SP,27.0,614.0,160.0,22.7,5.43,2.14,10.09,1.96,23.251050170324476,0.000649430356397751,4,0.4444444444444444,-1.0,7,6,1,1,0.0,4.258866481550202,0.018042980706688846,0.2848101265822785,0.11306042884990253,0.05847953216374269,0.36250000000000004,0.31887900641025635,0.27070063694267515,3.896,0.3719839816454906
664983,Jake Mccarthy,L,COL,1,Kade Anderson,L,807739.0,824300,SEA @ COL,12:10 PM,20/09,Final,0.7624755696436022,-9900.0,9900.0,99.0,True,1110110111,live,0,0,0.0,0,0,0.3121821187110755,0.31136371786217226,0.277581193654111,0.3438553492516604,0.10333972797531807,20,1,0.0025282840408890617,1.148,42.5,D,0.24623115577889448,2.7488657855163927,0.3989964398258802,0.19752597857946147,5,6,0,0.29931972789115646,0.2967914438502674,0.41457286432160806,0.40703517587939697,0.17839195979899497,0.27866323907455015,0.2598116169544741,0.26356589147286824,0.27063852524712795,0.29003021148036257,357,0.3105263157894737,211,False,True,0.7009482882099712,0.061527281433630954,3.8308823529411766,4.176470588235294,136,,,,,,,0.10919377459254925,20,5.33,1.42,25.1,1.0,2.0,21.0,8.0,0.0,0.0,0.0,5.0,SP,5.0,107.0,28.0,21.4,7.46,2.84,9.95,1.42,21.412723826595432,-0.04485890297693551,6,0.6666666666666666,-18.0,6,7,1,1,0.0,4.539917146566729,0.03923561693151697,0.30462184873949577,0.1533980582524272,0.04660194174757282,0.28576826196473554,0.33865050377833755,0.4,4.443,0.35426261548443977
694249,Cole Carrigg,L,COL,5,Kade Anderson,L,807739.0,824300,SEA @ COL,12:10 PM,20/09,Final,0.7624755696436022,-9900.0,9900.0,99.0,True,1100110111,live,0,0,0.0,0,0,0.2800238220831491,0.2695187066693472,0.39835671741206063,0.3821560008487074,0.28734670530570794,20,1,0.05219696640445043,1.148,42.5,D,0.24623115577889448,2.7488657855163927,0.3989964398258802,0.19752597857946147,5,6,0,0.3007518796992481,0.24855491329479767,0.41457286432160806,0.40703517587939697,0.17839195979899497,0.2622259696458685,0.2457757296466974,0.2471042471042471,0.25370605675561203,0.26737967914438504,201,0.2773109243697479,144,True,True,0.6310093370851156,0.13146623255848655,3.6867469879518073,4.156626506024097,83,,,,,,,0.056881976512032605,20,5.33,1.42,25.1,1.0,2.0,21.0,8.0,0.0,0.0,0.0,5.0,SP,5.0,107.0,28.0,21.4,7.46,2.84,9.95,1.42,21.412723826595432,-0.04302556964360216,6,0.6666666666666666,-18.0,6,7,1,1,0.0,4.158918656569978,0.01106048620690329,0.2689873417721519,0.23809523809523808,0.07563025210084033,0.3704906204906205,0.323034632034632,0.4,4.161,0.35426261548443977
641487,J. P. Crawford,L,SEA,1,Tomoyuki Sugano,R,608372.0,824300,SEA @ COL,12:10 PM,20/09,Final,0.7512979273523976,-9900.0,9900.0,99.0,True,0011110110,live,5,2,0.4,1,2025,0.24834194780686628,0.2755575896537355,0.27987231625538456,0.2872996213209416,0.18198475196902889,20,1,-0.03465160075329568,1.148,35.8,D,0.23519458544839256,2.857691421335605,0.4169453262333245,0.14209483570335282,20,6,0,0.2457627118644068,0.2111111111111111,0.5063559322033898,0.2805084745762712,0.21313559322033898,0.22053406998158379,0.22752497225305215,0.25307125307125306,0.22624174562159058,0.2330508474576271,280,0.20394736842105263,183,False,False,0.6499965996580873,0.10130132769431033,3.5596330275229358,4.247706422018348,109,,,,,,,0.08735226806827177,20,5.49,1.36,142.2,12.0,10.0,86.0,34.0,0.0,0.0,0.0,27.0,SP,27.0,614.0,160.0,22.7,5.43,2.14,10.09,1.96,23.251050170324476,-0.04794792735239761,4,0.4444444444444444,-1.0,7,6,1,1,0.0,4.5654455080213605,0.0830064293541147,0.22169811320754718,0.1932938856015779,0.1282051282051282,0.3379345603271984,0.3135306748466258,0.27070063694267515,4.443,0.3719839816454906
665487,Fernando Tatís,R,SD,1,Sandy Alcántara,R,645261.0,823247,MIA @ SD,1:10 PM,20/09,Final,0.7483086968371642,-245.0,257.0,71.0,True,1111110111,live,13,2,0.15384615384615385,1,2023,0.2898170957615103,0.370801371945232,0.525806700163659,0.3948945298270074,0.20072315569916077,20,1,-0.070246607325259,0.954,46.7,D,0.2627599243856333,1.6736447430856178,0.4301625350209218,0.15089906837568318,20,4,0,0.33766233766233766,0.26741573033707866,0.593887838689351,0.19974795211090107,0.20636420919974796,0.28319882611885544,0.26864590876176686,0.25035161744022505,0.27425373134328357,0.26902173913043476,420,0.3116883116883117,255,False,False,0.702530547233892,0.0457781496032722,3.9407894736842106,4.440789473684211,152,,,,,,,0.19490197100180975,20,3.84,1.23,206.0,13.0,10.0,149.0,58.0,1.0,0.0,1.0,32.0,SP,33.0,861.0,195.0,26.1,6.51,2.53,8.52,1.0,24.46649648415659,-0.05418012540859274,7,0.7777777777777778,28.0,7,7,0,1,0.0,4.747990999537929,0.08133708449157348,0.29375,0.16791044776119404,0.08022388059701492,0.5206837606837607,0.36964102564102563,0.23974763406940064,4.443,0.36314361997130495
681198,Tj Rumfield,L,COL,4,Kade Anderson,L,807739,824300,SEA @ COL,12:10 PM,20/09,Final,0.7453391462260281,426.0,-355.0,19.0,False,1001111111,live,0,0,0.0,0,0,0.396807259220984,0.40967336075939287,0.26069462592114473,0.5022294644489239,0.15154237310584148,20,1,-0.02870281094711863,1.148,42.5,D,0.24623115577889448,2.7488657855163927,0.3989964398258802,0.19752597857946147,5,6,0,0.2805755395683453,0.30927835051546393,0.41457286432160806,0.40703517587939697,0.17839195979899497,0.31097560975609756,0.2733067729083665,0.2588597842835131,0.2918105574740997,0.2857142857142857,364,0.32547169811320753,247,True,True,0.6701507528487717,0.07518839337725647,3.5369127516778525,4.100671140939597,149,,,,,,,0.31549910828062744,20,4.18,1.21,32.1,1,2,28,8,0,0,0,6,SP,6,131,31,21.8,7.79,2.23,8.63,1.11,21.412723826595432,-0.04602247955936145,6,0.6666666666666666,-21.0,7,7,1,1,0.0,4.457166293596666,0.1375726185815411,0.31381733021077285,0.13480885311871227,0.11871227364185111,0.24629629629629632,0.3104076851851852,0.4,4.161,0.35426261548443977
691718,Pete Crow-Armstrong,L,CHC,1,Rhett Lowder,R,695076.0,824462,CHC @ CIN,10:40 AM,20/09,Final,0.7287778379451165,-245.0,257.0,71.0,True,1110010100,live,5,1,0.2,1,2024,0.2577261598769569,0.4281956524045442,0.5277972168539614,0.3211699053524058,0.25669256741709573,20,1,-0.0015132511724287867,1.083,39.6,D,0.2635228848821082,1.874630962295773,0.40589222238075195,0.16615584337908598,20,5,0,0.2774566473988439,0.2759433962264151,0.5006954102920723,0.2957811775614279,0.20352341214649977,0.25009784735812135,0.25720461095100866,0.2946107784431138,0.2600083402835696,0.26436781609195403,397,0.2931726907630522,295,False,False,0.6673057905311014,0.06147204741401513,3.8766233766233764,4.4935064935064934,154,,,,,,,-0.05686228803603018,20,5.79,1.52,124.1,6.0,11.0,98.0,51.0,0.0,0.0,0.0,24.0,SP,27.0,563.0,138.0,20.9,7.09,3.69,9.99,1.3,21.098576485649478,-0.0646778379451165,7,0.875,14.0,6,6,1,1,0.0,4.746269579797465,0.06668292264614463,0.28874734607218683,0.25678119349005424,0.11392405063291139,0.49949341438703143,0.3901874366767984,0.2682119205298013,4.443,0.3418646209457141
