batter_id,name,batter_hand,team,slot,pitcher,pitcher_hand,opp_pitcher_id,game_pk,matchup,start_time,game_date,game_state,p_hit,hit_odds,no_hit_odds,yes_cents,has_hit,last5,lineup_source,bvp_ab,bvp_h,bvp_avg,b_hit_rate,b_xba,b_hardhit,b_babip,b_n_games,b_days_rest,split_diff,park_factor,p_rating,p_grade,p_csw,p_k_bb,p_hardhit_allowed,p_n_games,p_days_rest,is_opener,b_hit_rate_vs_L,b_hit_rate_vs_R,p_use_fb,p_use_bb,p_use_os,b_hr_vs_fb,b_hr_vs_bb,b_hr_vs_os,b_hr_overall
686527,Dominic Canzone,L,SEA,3,Ryan Johnson,R,696270,823121,LAA @ SEA,6:40 PM,29/06,Final,0.610990775801269,,,,True,1100010010,live,0,0,0.0,0.21603133711402206,0.3886758043584988,0.5222038848945566,0.30083854955223005,20,1,0.08897058823529413,0.906,48.2,D,0.25501432664756446,1.6424905969147139,0.346069128858825,6,6,0,0.1875,0.27647058823529413,0.5730659025787965,0.16045845272206305,0.2664756446991404,0.2852112676056338,0.2587601078167116,0.25958702064896755,0.27073552425665104
682928,Cj Abrams,L,WSH,4,Ranger Suarez,L,624133,824741,WSH @ BOS,4:10 PM,29/06,Final,0.6109867125066107,,,,True,1111110000,live,0,0,0.0,0.2021305968858213,0.21558322301977498,0.3159462284557828,0.2592954654884272,20,1,-0.01860641731535978,1.063,75.5,B,0.2792307692307692,3.3435697929582666,0.29413047895173444,15,5,0,0.2608695652173913,0.2794759825327511,0.6687211093990755,0.1856702619414484,0.14560862865947613,0.25190114068441066,0.2496798975672215,0.23636363636363636,0.2480933153880664
669392,Samad Taylor,R,SD,2,Shota Imanaga,L,684007,824662,SD @ CHC,5:05 PM,29/06,Final,0.6100474566718058,,,,True,1111011000,live,0,0,0.0,0.2734543245721708,0.38496543336322614,0.2444374714212593,0.4394570343381976,19,1,0.06730769230769229,0.983,85.4,A,0.2956951305575159,3.7461779957928325,0.35025037837295114,16,5,0,0.375,0.3076923076923077,0.5,0.16807909604519775,0.3319209039548023,0.29521276595744683,0.2247191011235955,0.20833333333333334,0.26655629139072845
641487,J. P. Crawford,L,SEA,1,Ryan Johnson,R,696270,823121,LAA @ SEA,6:40 PM,29/06,Final,0.608448494617639,,,,False,0001111101,live,0,0,0.0,0.25272053081517704,0.3321170464156851,0.33093984572670654,0.34553130653331343,20,1,0.05562718732731625,0.906,48.2,D,0.25501432664756446,1.6424905969147139,0.346069128858825,6,6,0,0.18032786885245902,0.23595505617977527,0.5730659025787965,0.16045845272206305,0.2664756446991404,0.22592592592592592,0.21893491124260356,0.2777777777777778,0.2300334768053563
669016,Brandon Marsh,L,PHI,4,Braxton Ashcraft,R,677952,823444,PIT @ PHI,3:40 PM,29/06,Final,0.6062688371900123,,,,True,0101111011,live,2,0,0.0,0.2948572385596436,0.33560237908288654,0.40310206760206313,0.41914010428377113,20,1,-0.027209302325581386,1.009,82.5,A,0.31444759206798867,5.47553768246905,0.3936366539475738,16,5,0,0.3372093023255814,0.31,0.4660056657223796,0.48796033994334276,0.04603399433427762,0.3021515434985968,0.2924242424242424,0.33221476510067116,0.3032988675529296
666182,Bo Bichette,R,NYM,3,Trey Yesavage,R,702056,822792,NYM @ TOR,4:07 PM,29/06,Final,0.6053854520098012,,,,False,0101111111,live,0,0,0.0,0.32511866203087825,0.416616820201683,0.3850713659623033,0.49522789313683463,20,1,-0.058176930830893314,0.995,64.8,C,0.2783400809716599,1.8283826966143297,0.3613615221208867,11,5,0,0.30120481927710846,0.24302788844621515,0.4534412955465587,0.2479757085020243,0.298582995951417,0.26342710997442453,0.23333333333333334,0.29042904290429045,0.25700589970501475
664761,Alec Bohm,R,PHI,5,Braxton Ashcraft,R,677952,823444,PIT @ PHI,3:40 PM,29/06,Final,0.605376955917016,,,,False,1111010001,live,2,1,0.5,0.24596517649350932,0.264666686662995,0.30239655270723625,0.27436437665059366,20,1,0.024511640353224534,1.009,82.5,A,0.31444759206798867,5.47553768246905,0.3936366539475738,16,5,0,0.2079207920792079,0.23243243243243245,0.4660056657223796,0.48796033994334276,0.04603399433427762,0.20153256704980843,0.1853211009174312,0.2594594594594595,0.2026496565260059
679529,Spencer Torkelson,R,DET,4,Ryan Weathers,L,677960,823529,DET @ NYY,4:05 PM,29/06,Final,0.6038281343681945,,,,True,0111010011,live,1,0,0.0,0.2627956571647496,0.39646087555161863,0.42228331209340575,0.35360071450014274,20,1,0.0665509259259259,1.007,64.1,C,0.3092485549132948,3.856250865196607,0.4294941519252517,15,5,0,0.25925925925925924,0.19270833333333334,0.47288503253796094,0.2957339117859725,0.2313810556760665,0.21190261496844004,0.2077028885832187,0.1935483870967742,0.2080536912751678
695731,Braden Montgomery,L,CWS,6,Shane Baz,R,669358,824822,CWS @ BAL,3:35 PM,29/06,Final,0.6019816079374724,,,,True,0011101011,live,0,0,0.0,0.23931490386915116,0.3473556744483506,0.37258325611055654,0.31698737904302643,17,1,0.04103343465045592,1.044,45.5,D,0.26053143227478937,2.472775049423403,0.4082324732358783,16,6,0,0.21428571428571427,0.2553191489361702,0.5919165580182529,0.3318122555410691,0.07627118644067797,0.20618556701030927,0.25742574257425743,0.1411764705882353,0.19306930693069307
663538,Nico Hoerner,R,CHC,6,Griffin Canning,R,656288,824662,SD @ CHC,5:05 PM,29/06,Final,0.6018528341354727,,,,True,1101110011,live,0,0,0.0,0.22533929065298575,0.27973093830759926,0.2763054946001774,0.23776172962826486,20,1,-0.038272333726879215,0.983,14.2,F,0.26246719160104987,1.5920568684322274,0.5747668245492382,10,6,0,0.27380952380952384,0.23553719008264462,0.42650918635170604,0.34120734908136485,0.23228346456692914,0.23823109843081314,0.24226110363391656,0.23859649122807017,0.2402464065708419
694212,Samuel Basallo,L,BAL,5,Sean Burke,R,680732,824822,CWS @ BAL,3:35 PM,29/06,Final,0.6017103584194992,,,,True,1001101010,live,0,0,0.0,0.18417230392753509,0.2925640025793618,0.36085605253426595,0.2455477335965561,20,1,-0.01791044776119402,1.044,66.8,B,0.29572529782761037,2.705783702156675,0.3745133014902084,16,6,0,0.26666666666666666,0.24875621890547264,0.5778401122019635,0.3920056100981767,0.030154277699859747,0.2370088719898606,0.22095238095238096,0.2754098360655738,0.23844731977818853
701678,Hao-Yu Lee,R,DET,5,Ryan Weathers,L,677960,823529,DET @ NYY,4:05 PM,29/06,Final,0.5970483537574945,,,,True,0101111110,live,1,1,1.0,0.31101947366206345,0.36805272285027246,0.4109465194836186,0.4983072560664137,20,1,-0.04468535166578527,1.007,64.1,C,0.3092485549132948,3.856250865196607,0.4294941519252517,15,5,0,0.22950819672131148,0.27419354838709675,0.47288503253796094,0.2957339117859725,0.2313810556760665,0.21336206896551724,0.2412280701754386,0.15384615384615385,0.21558441558441557
