batter_id,name,batter_hand,team,slot,pitcher,pitcher_hand,opp_pitcher_id,game_pk,matchup,start_time,game_date,game_state,p_hit,hit_odds,no_hit_odds,yes_cents,has_hit,last5,lineup_source,bvp_ab,bvp_h,bvp_avg,b_hit_rate,b_xba,b_hardhit,b_babip,b_n_games,b_days_rest,split_diff,park_factor,p_rating,p_grade,p_csw,p_k_bb,p_hardhit_allowed,p_n_games,p_days_rest,is_opener,b_hit_rate_vs_L,b_hit_rate_vs_R,p_use_fb,p_use_bb,p_use_os,b_hr_vs_fb,b_hr_vs_bb,b_hr_vs_os,b_hr_overall,b_hit_rate_vs_sp,b_pa_vs_sp,b_hit_rate_vs_rp,b_pa_vs_rp,b_is_rookie,p_is_rookie,base_p_hit,matchup_delta,b_avg_ab,b_avg_pa,b_games_played,p_multihit,base_p_multihit,p_multihit_matchup_delta,p_hrRbi,base_p_hrRbi,p_hrRbi_matchup_delta,b_quality_first3,b_n_games_first3,lean_tag
805779,Jacob Wilson,R,ATH,1,Merrill Kelly,R,518876.0,825055,ATH @ AZ,12:40 PM,22/07,Scheduled,0.7520370604155744,-270.0,285.0,73.0,False,0011111111,estimated,0,0,0.0,0.3244789092230054,0.3608668256454298,0.2902826587777336,0.3709119246287014,20,2,-0.00513196480938416,1.0,18.9,F,0.24777070063694268,1.6717518926861719,0.46080734402339146,17,5,0,0.29545454545454547,0.2903225806451613,0.5134271099744245,0.22953964194373402,0.2570332480818414,0.2965641952983725,0.299412915851272,0.29069767441860467,0.2963169642857143,0.3087248322147651,156,0.26595744680851063,100,False,False,0.6804986269832094,0.07153843343236499,4.05,4.266666666666667,60,0.352570703157735,0.29447596301708057,0.05809474014065441,0.5899892908378246,0.5485779752281165,0.04141131560970812,0.3180855450471743,20,STRONG
671218,Heliot Ramos,R,SF,1,Seth Lugo,R,607625.0,824083,SF @ KC,11:10 AM,22/07,Scheduled,0.7503676678263239,,,,False,1110111111,estimated,0,0,0.0,0.2851577029155793,0.3923243317008432,0.5202036821363503,0.4517705476002498,20,2,-0.004324324324324336,1.028,31.1,F,0.264804469273743,2.3880139828158033,0.4741205225583781,20,5,0,0.28,0.2756756756756757,0.5265511458915595,0.3873672442705422,0.08608160983789827,0.2527372262773723,0.24869565217391304,0.2868525896414343,0.25826446280991733,0.2482758620689655,150,0.32222222222222224,98,False,False,0.6623134063799127,0.08805426144641126,3.8524590163934427,4.065573770491803,61,0.29619017746375986,0.26758301601037976,0.028607161453380103,0.5870552092152184,0.5147800283735015,0.07227518084171691,0.11510895665253672,20,STRONG
663757,Trent Grisham,L,NYY,1,Mitch Keller,R,656605.0,823518,PIT @ NYY,10:05 AM,22/07,Scheduled,0.7399096532325148,,,,False,1011100010,estimated,0,0,0.0,0.19923302689851646,0.3277808376506695,0.5681101158153461,0.25620436610407654,20,2,-0.1433333333333333,1.007,26.7,F,0.25647200481637566,2.1063388022886627,0.4529431226545209,19,13,0,0.3333333333333333,0.19,0.5674698795180723,0.3463855421686747,0.086144578313253,0.24006001500375093,0.22644927536231885,0.21818181818181817,0.23309287646528404,0.24358974358974358,182,0.20353982300884957,133,False,False,0.6776269541315371,0.06228269910097772,3.448717948717949,4.038461538461538,78,0.3023363702787016,0.2782900857611621,0.024046284517539485,0.5804498301024527,0.53910040852541,0.04134942157704269,-0.00028543793465718117,20,STRONG
650333,Luis Arráez,L,SF,2,Seth Lugo,R,607625.0,824083,SF @ KC,11:10 AM,22/07,Scheduled,0.7399096532325148,,,,False,1011101110,estimated,0,0,0.0,0.2980548173246015,0.2911580683832173,0.12716783720294386,0.3415780442336147,20,2,-0.018935320325702887,1.028,31.1,F,0.264804469273743,2.3880139828158033,0.4741205225583781,20,5,0,0.33695652173913043,0.31802120141342755,0.5265511458915595,0.3873672442705422,0.08608160983789827,0.36847710330138445,0.34156976744186046,0.3129973474801061,0.3539136302294197,0.37777777777777777,245,0.24,171,False,False,0.6744470103994605,0.06546264283305425,3.9893617021276597,4.425531914893617,94,0.3348901104621968,0.29284989577556586,0.04204021468663094,0.5870552092152184,0.511072285043446,0.07598292417177233,0.19035518027910417,20,STRONG
671277,Luis García,L,WSH,2,Gabriel Hughes,R,687312.0,824327,WSH @ COL,12:10 PM,22/07,Scheduled,0.735520853857043,,,,False,1111010001,estimated,0,0,0.0,0.2724897347362231,0.37321170879666654,0.39937239937885205,0.305510446730349,20,2,0.12100456621004566,1.148,58.4,C,0.2794759825327511,,,3,5,0,0.16666666666666666,0.2876712328767123,0.5938864628820961,0.3318777292576419,0.07423580786026202,0.22477064220183487,0.24209078404401652,0.252991452991453,0.2371262458471761,0.2608695652173913,193,0.30952380952380953,133,False,True,0.6703747000743281,0.06514615378271493,3.369565217391304,3.5434782608695654,92,0.352570703157735,0.2770711535389386,0.0754995496187964,0.5858519162158847,0.5130129601004092,0.07283895611547553,-0.014040966230110051,20,LEAN
664983,Jake Mccarthy,L,COL,1,Cade Cavalli,R,676917.0,824327,WSH @ COL,12:10 PM,22/07,Scheduled,0.7345062899558812,,,,False,0101111111,estimated,0,0,0.0,0.29993326832336736,0.29202114792766254,0.235547320087283,0.33797654049826953,20,2,-0.02215146061193407,1.148,63.0,C,0.3004694835680751,4.039548802360575,0.4157829307736839,20,5,0,0.3225806451612903,0.30042918454935624,0.5361552028218695,0.3856554967666079,0.07818930041152264,0.29017857142857145,0.26420454545454547,0.25170068027210885,0.2770460959548448,0.3089005235602094,207,0.2980769230769231,117,False,False,0.6790342393233132,0.05547205063256799,3.5542168674698793,3.9036144578313254,83,0.3301905715557251,0.29078639232607323,0.03940417922965189,0.5860902759454846,0.5130129601004092,0.07307731584507537,0.24504610231142754,20,LEAN
691016,Tyler Soderstrom,L,ATH,2,Merrill Kelly,R,518876.0,825055,ATH @ AZ,12:40 PM,22/07,Scheduled,0.7330212054996578,,,,False,0010101111,estimated,0,0,0.0,0.25279564765628587,0.4290680421605356,0.48792356692164385,0.38169220660832065,20,2,-0.0253164556962025,1.0,18.9,F,0.24777070063694268,1.6717518926861719,0.46080734402339146,17,5,0,0.26582278481012656,0.24050632911392406,0.5134271099744245,0.22953964194373402,0.2570332480818414,0.25234375,0.25523012552301255,0.2783018867924528,0.25794469665703673,0.26063829787234044,220,0.2265625,146,False,False,0.6689515509757197,0.06406965452393809,3.590909090909091,4.159090909090909,88,0.2958814857601663,0.25326600214758793,0.042615483612578386,0.6001244259729597,0.5056518489892982,0.09447257698366152,0.12005815229170191,20,STRONG
695578,James Wood,L,WSH,1,Gabriel Hughes,R,687312.0,824327,WSH @ COL,12:10 PM,22/07,Scheduled,0.7249986776832413,-257.0,300.0,72.0,False,1101111001,estimated,0,0,0.0,0.2917080730265092,0.425979435847065,0.624495853532692,0.43233571296569506,20,2,0.03799999999999998,1.148,58.4,C,0.2794759825327511,,,3,5,0,0.25,0.288,0.5938864628820961,0.3318777292576419,0.07423580786026202,0.27099463966646814,0.2564516129032258,0.2665441176470588,0.2655935613682093,0.27876106194690264,281,0.2692307692307692,190,False,True,0.6359189013216034,0.08907977636163789,3.82,4.71,100,0.30454233442536655,0.25069902855584986,0.05384330586951669,0.6044809943375711,0.5130129601004092,0.09146803423716188,-0.09302336354114679,20,LEAN
811965,Joshua Kuroda-Grauer,R,ATH,5,Merrill Kelly,R,518876.0,825055,ATH @ AZ,12:40 PM,22/07,Scheduled,0.7229168395422777,,,,False,1101111111,estimated,0,0,0.0,0.4128420014264638,0.3715527990097077,0.4705068799963846,0.4837950716618655,16,2,0.011312217194570151,1.0,18.9,F,0.24777070063694268,1.6717518926861719,0.46080734402339146,17,5,0,0.4117647058823529,0.4230769230769231,0.5134271099744245,0.22953964194373402,0.2570332480818414,0.38,0.3392857142857143,0.25,0.348643006263048,0.3888888888888889,36,0.4583333333333333,26,True,False,0.6613916261921714,0.0615252133501063,3.75,3.875,16,0.3102219291276718,0.2498563923291679,0.06036553679850393,0.5751826077138728,0.46440381312320816,0.11077879459066459,0.23503501448808906,16,STRONG
676391,Ernie Clement,R,TOR,1,Griffin Jax,R,643377.0,822784,TB @ TOR,4:07 PM,22/07,Scheduled,0.7116756528560281,,,,False,1111111011,estimated,1,1,1.0,0.31195393986307207,0.3162666370652495,0.14579526552563868,0.3580681204451402,20,2,0.014849755415793142,0.995,54.8,C,0.3110720562390158,3.287963184649776,0.43875253118239915,20,5,0,0.28703703703703703,0.3018867924528302,0.4265486725663717,0.34601769911504426,0.22743362831858407,0.27993779160186627,0.296010296010296,0.28321678321678323,0.286321155480034,0.25892857142857145,233,0.35570469798657717,158,False,False,0.6986157254668722,0.013059927389155845,3.845360824742268,4.030927835051546,97,0.2824466803812516,0.30114522836069957,-0.018698547979447977,0.5264084519167359,0.5264084519167359,0.0,0.11456251652521854,20,NEUTRAL
