batter_id,name,batter_hand,team,slot,pitcher,pitcher_hand,opp_pitcher_id,game_pk,matchup,start_time,game_date,game_state,p_hit,hit_odds,no_hit_odds,yes_cents,has_hit,last5,lineup_source,bvp_ab,bvp_h,bvp_avg,b_hit_rate,b_xba,b_hardhit,b_babip,b_n_games,b_days_rest,split_diff,park_factor,p_rating,p_grade,p_csw,p_k_bb,p_hardhit_allowed,p_n_games,p_days_rest,is_opener,b_hit_rate_vs_L,b_hit_rate_vs_R,p_use_fb,p_use_bb,p_use_os,b_hr_vs_fb,b_hr_vs_bb,b_hr_vs_os,b_hr_overall,b_hit_rate_vs_sp,b_pa_vs_sp,b_hit_rate_vs_rp,b_pa_vs_rp,b_is_rookie,p_is_rookie,base_p_hit,matchup_delta,b_avg_ab,b_avg_pa,b_games_played,p_multihit,base_p_multihit,p_multihit_matchup_delta,p_hrRbi,base_p_hrRbi,p_hrRbi_matchup_delta,b_quality_first3,b_n_games_first3,lean_tag
650490,Yandy Díaz,R,TB,1,Shane Bieber,R,669456,822785,TB @ TOR,12:07 PM,23/07,Scheduled,0.7331395323864501,,,,False,1011001011,estimated,0,0,0.0,0.24124707359513545,0.3101892590110123,0.4698448782751796,0.2573225575777964,20,2,-0.053625751680226375,0.995,21.9,F,0.279445727482679,1.637082365008698,0.5233778280898131,5,5,0,0.34545454545454546,0.2918287937743191,0.5011547344110855,0.2863741339491917,0.21247113163972287,0.2727735368956743,0.29450261780104714,0.2715654952076677,0.2785597381342062,0.2575107296137339,264,0.39552238805970147,153,False,False,0.6811189669123908,0.05202056547405931,3.863157894736842,4.389473684210526,95,0.33236485793694426,0.29156156891778906,0.0408032890191552,0.5991594927032259,0.5220530997164651,0.07710639298676081,0.050421399638257515,20,STRONG
686948,Drake Baldwin,L,ATL,1,Griffin Canning,R,656288,824893,SD @ ATL,9:15 AM,23/07,Scheduled,0.7189762252869101,,,,False,1101111100,estimated,3,1,0.3333333333333333,0.3004064668413981,0.3569041696683709,0.5149657256819147,0.34219972737260373,20,2,0.00762916465475616,1.018,19.6,F,0.259047619047619,1.8870230565354351,0.5213026026188293,14,5,0,0.26605504587155965,0.2736842105263158,0.432793136320305,0.34127740705433746,0.2259294566253575,0.25688073394495414,0.22948539638386647,0.2857142857142857,0.2532659081331648,0.2677595628415301,208,0.27586206896551724,135,False,False,0.6811189669123908,0.037857258374519254,3.883116883116883,4.454545454545454,77,0.2950558599222308,0.284569625337805,0.010486234584425824,0.610192304922106,0.5341151556536955,0.07607714926841047,0.01770588941647593,20,LEAN
676391,Ernie Clement,R,TOR,1,Ian Seymour,L,693855,822785,TB @ TOR,12:07 PM,23/07,Scheduled,0.7023048555217337,,,,False,1111110111,estimated,1,1,1.0,0.325117164072657,0.31437933771401355,0.15308959693884397,0.3680033520139804,20,2,-0.017795676717609787,0.995,76.6,B,0.31863186318631864,3.2224495748356707,0.394646409592428,20,5,0,0.28703703703703703,0.3048327137546468,0.3968978102189781,0.291970802919708,0.31113138686131386,0.2895927601809955,0.2970550576184379,0.28321678321678323,0.2919099249374479,0.2643171806167401,236,0.35333333333333333,159,False,False,0.7129121277109861,-0.010607272189252392,3.8469387755102042,4.030612244897959,98,0.2877815133710943,0.3023363702787016,-0.014554856907607272,0.5056518489892982,0.5228425921312351,-0.017190743141936915,0.14218650898110605,20,AVOID
802139,Jj Wetherholt,L,STL,1,Brandon Pfaadt,R,694297,823042,AZ @ STL,2:15 PM,23/07,Scheduled,0.6959797406481418,,,,False,1100011100,estimated,1,1,1.0,0.21538119192808167,0.2855729317910626,0.4388166372187879,0.2562279239152038,20,2,0.06784649191649664,1.031,45.7,D,0.2691065662002153,2.7802333903137453,0.4125032699556479,17,5,0,0.20652173913043478,0.2743682310469314,0.5618945102260495,0.31969860064585576,0.11840688912809473,0.24510932105868816,0.26004728132387706,0.2615062761506276,0.2541275493687277,0.26905829596412556,254,0.23972602739726026,173,True,False,0.6633232817387045,0.03265645890943736,3.967741935483871,4.591397849462366,93,0.28988867206391683,0.2684904682973505,0.021398203766566315,0.5636500042213296,0.5069443795581444,0.05670562466318518,-0.0044362326240245,20,LEAN
671056,Iván Herrera,R,STL,2,Brandon Pfaadt,R,694297,823042,AZ @ STL,2:15 PM,23/07,Scheduled,0.688963615820238,,,,False,0011000101,estimated,1,0,0.0,0.17471930680609482,0.2290956142714801,0.2315311456012908,0.2016747357702925,20,2,0.03151488806781136,1.031,45.7,D,0.2691065662002153,2.7802333903137453,0.4125032699556479,17,5,0,0.22429906542056074,0.2558139534883721,0.5618945102260495,0.31969860064585576,0.11840688912809473,0.22209026128266032,0.20944558521560575,0.25476190476190474,0.22254616132167152,0.23318385650224216,268,0.2676056338028169,174,False,False,0.6547452585576935,0.03421835726254452,3.686868686868687,4.4646464646464645,99,0.2868570820793164,0.25862132689199807,0.0282357551873183,0.5500852394361596,0.49996729561126213,0.05011794382489748,-0.010615319693672432,20,LEAN
676475,Alec Burleson,L,STL,3,Brandon Pfaadt,R,694297,823042,AZ @ STL,2:15 PM,23/07,Scheduled,0.688963615820238,,,,False,1100111101,estimated,1,1,1.0,0.28426821337013697,0.3783600059496226,0.44496979000669096,0.3619121362355604,20,2,0.01033473916182226,1.031,45.7,D,0.2691065662002153,2.7802333903137453,0.4125032699556479,17,5,0,0.26881720430107525,0.2791519434628975,0.5618945102260495,0.31969860064585576,0.11840688912809473,0.2961165048543689,0.23655913978494625,0.3388581952117864,0.2861690838344535,0.2775330396475771,246,0.2751677852348993,169,False,False,0.6475820534023892,0.04138156241784885,3.836734693877551,4.23469387755102,98,0.2849491494603675,0.2450855300879129,0.039863619372454584,0.562881898456817,0.5018387172470201,0.061043181209796904,0.07890374716667836,20,LEAN
672695,Geraldo Perdomo,L,AZ,2,Michael Mcgreevy,R,700241,823042,AZ @ STL,2:15 PM,23/07,Scheduled,0.688963615820238,,,,False,0110000111,estimated,2,0,0.0,0.2234582503035011,0.24457931066285218,0.2208107553467312,0.24107361942034944,20,2,-0.0686841855611422,1.031,46.9,D,0.2550535077288942,3.034702729043635,0.4224237523716113,19,6,0,0.2891566265060241,0.2204724409448819,0.5362663495838288,0.26397146254458975,0.19976218787158145,0.22819932049830124,0.25314685314685315,0.23238095238095238,0.23488372093023255,0.2692307692307692,250,0.18604651162790697,159,False,False,0.6666941198913497,0.022269495928888272,3.5104166666666665,4.260416666666667,96,0.2899098354721788,0.26422975695584533,0.02568007851633347,0.5395355917078434,0.49583124029234776,0.04370435141549561,0.010632103550560462,20,LEAN
606466,Ketel Marte,L,AZ,1,Michael Mcgreevy,R,700241,823042,AZ @ STL,2:15 PM,23/07,Scheduled,0.688963615820238,-203.0,233.0,67.0,False,1010011110,estimated,3,0,0.0,0.21783446836418707,0.3079436299282478,0.3929654210848143,0.26216202875492817,20,2,0.004066516592840019,1.031,46.9,D,0.2550535077288942,3.034702729043635,0.4224237523716113,19,6,0,0.2553191489361702,0.2593856655290102,0.5362663495838288,0.26397146254458975,0.19976218787158145,0.23809523809523808,0.21305418719211822,0.2430379746835443,0.2332794830371567,0.24796747967479674,265,0.2765957446808511,159,False,False,0.6695121777522611,0.01945143806797689,4.03125,4.416666666666667,96,0.29221954962419594,0.28242505448326666,0.009794495140929282,0.5587636623186588,0.5136331151391688,0.045130547179490055,0.1623466358534124,20,LEAN
805808,Kevin Mcgonigle,L,DET,1,Randy Dobnak,R,677976,824247,KC @ DET,3:40 PM,23/07,Scheduled,0.6811189669123908,,,,False,1111001111,estimated,0,0,0.0,0.26719606202576507,0.2981169857852484,0.3648451042660026,0.32866818701767575,20,2,0.06473222155625288,1.004,50.0,C,0.23137254901960785,,,3,5,0,0.23008849557522124,0.2948207171314741,0.5372549019607843,0.27450980392156865,0.18823529411764706,0.2766821345707657,0.29149377593361,0.2774774774774775,0.2809611829944547,0.28444444444444444,263,0.2589928057553957,169,True,False,0.6703713826986554,0.01074758421373545,3.752577319587629,4.453608247422681,97,0.2760641278635263,0.26433716375863425,0.011726964104892046,0.5636500042213296,0.5069443795581444,0.05670562466318518,0.08938007489057247,20,NEUTRAL
671739,Michael Harris,L,ATL,4,Griffin Canning,R,656288,824893,SD @ ATL,9:15 AM,23/07,Scheduled,0.6771948270666596,,,,False,1101011111,estimated,2,0,0.0,0.2844566247365017,0.30497209693204136,0.4993459664448752,0.35501759778657416,20,2,0.012038103213650175,1.018,19.6,F,0.259047619047619,1.8870230565354351,0.5213026026188293,14,5,0,0.2926829268292683,0.30472103004291845,0.432793136320305,0.34127740705433746,0.2259294566253575,0.2789768185451639,0.25263157894736843,0.33240997229916897,0.28029987505206166,0.29533678756476683,207,0.3067484662576687,172,False,False,0.6581583438313066,0.019036483235353008,3.7872340425531914,4.031914893617022,94,0.28926913597360515,0.25375322232564046,0.03551591364796469,0.5425079289104401,0.4819706477188559,0.06053728119158419,0.14546990011638009,20,LEAN
