batter_id,name,batter_hand,team,slot,pitcher,pitcher_hand,opp_pitcher_id,game_pk,matchup,start_time,game_date,game_state,p_hit,hit_odds,no_hit_odds,yes_cents,has_hit,last5,lineup_source,bvp_ab,bvp_h,bvp_avg,b_hit_rate,b_xba,b_hardhit,b_n_games,b_days_rest,split_diff,park_factor,p_rating,p_grade,p_csw,p_k_bb,p_hardhit_allowed,p_n_games,p_days_rest,is_opener,b_hit_rate_vs_L,b_hit_rate_vs_R
518692,Freddie Freeman,L,LAD,3,Kyle Hart,L,606996,823283,LAD @ SD,5:40 PM,27/06,In Progress,0.6123301494225871,-203,152,99.0,True,1110011111,live,0,0,0.0,0.35779049813238395,0.42204471344053207,0.5483964694298412,20,1,0.04466438269255174,0.954,83.4,A,0.28055555555555556,5.402188065125236,0.3272347243112005,17,4,0,0.323943661971831,0.27927927927927926
553993,Eugenio Suárez,R,CIN,4,Jared Jones,R,683003,823364,CIN @ PIT,1:05 PM,27/06,Final,0.6118966970441867,-167,125,,True,1100100011,live,0,0,0.0,0.194549559191345,0.3060933033232316,0.3032991158383878,20,1,-0.053707553707553674,1.013,55.6,C,0.2976878612716763,2.4471126697107555,0.388375247513685,5,6,0,0.2564102564102564,0.20270270270270271
605141,Mookie Betts,R,LAD,4,Kyle Hart,L,606996,823283,LAD @ SD,5:40 PM,27/06,In Progress,0.6117059215595554,-214,159,99.0,True,1011110111,live,0,0,0.0,0.29373407306691207,0.36931898315757616,0.38586829063988753,20,1,0.08076923076923073,0.954,83.4,A,0.28055555555555556,5.402188065125236,0.3272347243112005,17,4,0,0.28846153846153844,0.2076923076923077
668709,Jj Bleday,L,CIN,3,Jared Jones,R,683003,823364,CIN @ PIT,1:05 PM,27/06,Final,0.6114039005436478,-218,162,,True,1000100000,live,0,0,0.0,0.1019225360382558,0.23746363129842074,0.3286073497342601,20,1,-0.09578947368421051,1.013,55.6,C,0.2976878612716763,2.4471126697107555,0.388375247513685,5,6,0,0.3157894736842105,0.22
668715,Spencer Steer,R,CIN,5,Jared Jones,R,683003,823364,CIN @ PIT,1:05 PM,27/06,Final,0.6094011679095933,-175,131,,True,0010011011,live,0,0,0.0,0.1444066548659084,0.2697995613011444,0.38580915627216655,20,1,-0.08925318761384338,1.013,55.6,C,0.2976878612716763,2.4471126697107555,0.388375247513685,5,6,0,0.3114754098360656,0.2222222222222222
673548,Seiya Suzuki,R,CHC,3,Kyle Harrison,L,690986,823770,CHC @ MIL,4:10 PM,27/06,Final,0.6087785875911793,,,,True,1011111001,live,2,0,0.0,0.34445578919968994,0.48356304267164885,0.4576769676308901,20,1,-0.019382877009995636,0.97,80.7,A,0.31209150326797386,4.9772392044662155,0.35368794636442763,14,7,0,0.24615384615384617,0.2655367231638418
701538,Jackson Merrill,L,SD,3,Yoshinobu Yamamoto,R,808967,823283,LAD @ SD,5:40 PM,27/06,In Progress,0.6051834665074171,-152,114,99.0,True,0110110100,live,2,0,0.0,0.19483148529759217,0.26374197297777735,0.4234270619509464,20,1,-0.04331543244771058,0.954,79.6,B,0.2979559748427673,4.919514614971304,0.3621630470761873,13,7,0,0.2459016393442623,0.2025862068965517
683953,Travis Bazzana,L,CLE,2,Logan Gilbert,R,669302,824421,SEA @ CLE,4:10 PM,27/06,Final,0.6048199482704201,-247,182,,True,0111111000,live,0,0,0.0,0.21762335570262847,0.23087046715364573,0.35385811830549685,20,1,-0.002370791844476028,0.987,66.4,B,0.30206112295664533,4.401686171861081,0.43880974681620344,15,6,0,0.25675675675675674,0.2543859649122807
701762,Nick Kurtz,L,ATH,2,Reid Detmers,L,672282,824015,ATH @ LAA,6:38 PM,27/06,In Progress,0.6048199482704201,,,98.0,True,1110110001,live,3,1,0.3333333333333333,0.24201018813886446,0.46449499608517275,0.6642466517964247,20,1,0.0007056396895185335,0.979,82.9,A,0.3017868960953011,3.622753639053893,0.37352276713138877,16,6,0,0.2808988764044944,0.28019323671497587
641680,Jonah Heim,L,ATH,5,Reid Detmers,L,672282,824015,ATH @ LAA,6:38 PM,27/06,In Progress,0.6009042678841514,,,99.0,True,0111100011,live,5,2,0.4,0.30184281824765874,0.27677688341665596,0.31591161109516525,20,1,-0.011904761904761918,0.979,82.9,A,0.3017868960953011,3.622753639053893,0.37352276713138877,16,6,0,0.23809523809523808,0.25
