batter_id,name,batter_hand,team,slot,pitcher,pitcher_hand,opp_pitcher_id,game_pk,matchup,start_time,game_date,game_state,p_hit,hit_odds,no_hit_odds,yes_cents,has_hit,last5,lineup_source,bvp_ab,bvp_h,bvp_avg,b_hit_rate,b_xba,b_hardhit,b_babip,b_n_games,b_days_rest,split_diff,park_factor,p_rating,p_grade,p_csw,p_k_bb,p_hardhit_allowed,p_n_games,p_days_rest,is_opener,b_hit_rate_vs_L,b_hit_rate_vs_R,p_use_fb,p_use_bb,p_use_os,b_hr_vs_fb,b_hr_vs_bb,b_hr_vs_os,b_hr_overall,b_hit_rate_vs_sp,b_pa_vs_sp,b_hit_rate_vs_rp,b_pa_vs_rp,b_is_rookie,p_is_rookie,base_p_hit,matchup_delta,b_avg_ab,b_avg_pa,b_games_played,p_multihit,base_p_multihit,p_multihit_matchup_delta,p_hrRbi,base_p_hrRbi,p_hrRbi_matchup_delta,b_quality_first3,b_n_games_first3,lean_tag,p_era,p_whip_official,p_ip,p_wins,p_losses,p_so,p_bb_official,p_saves,p_blown_saves,p_save_opps,p_games_started,p_role
679529,Spencer Torkelson,R,DET,5,Beck Way,R,694360,824248,KC @ DET,3:40 PM,24/07,Scheduled,0.5951166379501899,,,,False,1000101010,estimated,0,0,0.0,0.19746740667974227,0.294280301238793,0.31491293364815726,0.3140033646511713,20,1,-0.024953863435769885,1.004,70.6,B,0.3131868131868132,2.52512476983379,0.41545716190179866,18,5,0,0.22330097087378642,0.19834710743801653,0.804945054945055,0.16758241758241757,0.027472527472527472,0.20128939828080228,0.19173363949483352,0.1783625730994152,0.19494446572194563,0.18333333333333332,207,0.23030303030303031,188,False,True,0.5760181677407158,0.019098470209474083,3.4158415841584158,3.910891089108911,101,0.1870978982547149,0.18681246191335843,0.0002854363413564709,0.44549348252272886,0.4259124902395863,0.01958099228314253,-0.1611437040140514,20,AVOID,3.22,1.52,22.1,1,0,21,10,0,0,0,0,RP
656941,Kyle Schwarber,L,PHI,2,Cam Schlittler,R,693645,823434,NYY @ PHI,3:45 PM,24/07,Scheduled,0.5948714619903482,-163.0,170.0,62.0,False,1011110001,estimated,0,0,0.0,0.18715850055982694,0.33620228522445345,0.4311919801770084,0.375210114394864,20,2,-0.0004393397351409034,1.009,70.3,B,0.29151483602290473,5.849298671209848,0.3916074390661905,20,5,0,0.24822695035460993,0.24778761061946902,0.9118414188836724,0.0881585811163276,0.0,0.25,0.2147147147147147,0.1936842105263158,0.22765895106944037,0.25327510917030566,266,0.2391304347826087,170,False,False,0.6385719772928671,-0.04370051530251884,3.7448979591836733,4.448979591836735,98,0.20549359103593037,0.2142440127894177,-0.008750421753487336,0.4600503166335101,0.47758171115141074,-0.017531394517900645,-0.05854810470031865,20,AVOID,2.2,0.96,123.0,9,6,145,25,0,0,0,21,SP
663656,Kyle Tucker,L,LAD,6,Sean Manaea,L,640455,823601,LAD @ NYM,4:10 PM,24/07,Scheduled,0.5935789472689513,,,,False,0110010100,estimated,0,0,0.0,0.18867123775815625,0.3597366046147319,0.3811424754650403,0.27313881344363733,20,2,-0.0073260073260073,0.949,52.9,C,0.2634146341463415,3.4506543147396407,0.42825429205097965,20,6,0,0.23076923076923078,0.23809523809523808,0.640418118466899,0.32125435540069686,0.03832752613240418,0.21666666666666667,0.24123989218328842,0.1752212389380531,0.21420432966198252,0.22279792746113988,228,0.25333333333333335,169,False,False,0.6035335952692633,-0.009954648000311983,3.610526315789474,4.178947368421053,95,0.18974667777101895,0.2065893907396925,-0.016842712968673568,0.4210991794306603,0.4378894259707049,-0.01679024654004463,-0.14613793700547667,20,AVOID,4.74,1.36,79.2,2,5,81,26,0,0,0,7,RP
700932,Kyle Manzardo,L,CLE,4,Shane Mcclanahan,L,663556,822952,CLE @ TB,4:10 PM,24/07,Scheduled,0.5929492213225559,,,,False,0110001010,estimated,0,0,0.0,0.18127701210723307,0.29211842915972647,0.41942269698708234,0.24716419186967883,20,1,-0.020115460941728308,0.96,60.3,C,0.2950245269796776,2.8234753284578886,0.4166912458575066,18,5,0,0.1956521739130435,0.2157676348547718,0.37421163279607567,0.3328661527680449,0.29292221443587946,0.20793650793650795,0.18497913769123783,0.20108695652173914,0.20042372881355933,0.2236024844720497,184,0.1984126984126984,142,False,False,0.6269216202403411,-0.03397239891778525,3.086021505376344,3.5053763440860215,93,0.2067144739801795,0.22094611590345625,-0.01423164192327675,0.4309825910611998,0.454740898200402,-0.023758307139202184,-0.1042894162265767,20,AVOID,3.16,1.15,91.0,8,6,85,31,0,0,0,18,SP
553993,Eugenio Suárez,R,CIN,5,Dustin May,R,669160,823031,CIN @ STL,5:15 PM,24/07,Scheduled,0.5928250354433856,,,,False,0011110101,estimated,0,0,0.0,0.2001673604382806,0.34418208853390164,0.5172739633993108,0.41377061077655475,20,3,-0.020999468367889407,1.031,43.5,D,0.2837413684871312,2.5564172610198006,0.43529925140412973,19,6,0,0.22807017543859648,0.20707070707070707,0.6712759270898806,0.26147077309868005,0.06725329981143935,0.22472924187725632,0.23235800344234078,0.19724770642201836,0.22356020942408378,0.23684210526315788,168,0.17475728155339806,114,False,False,0.5845037811747406,0.00832125426864505,3.591549295774648,3.971830985915493,71,0.1929071135008321,0.18946124142966245,0.0034458720711696422,0.4373096399918608,0.4309825910611998,0.0063270489306609945,0.006702859871532247,20,NEUTRAL,4.78,1.32,98.0,5,7,95,32,0,0,0,19,SP
691176,Jasson Domínguez,L,NYY,5,Jesús Luzardo,L,666200,823434,NYY @ PHI,3:45 PM,24/07,Scheduled,0.5907185268029305,,,,False,1110110111,estimated,0,0,0.0,0.2445331714368837,0.33279759326906766,0.34819738373328,0.30434593353177114,20,2,0.06297134238310712,1.009,97.7,A,0.328141225337487,3.755156223120487,0.32204767539330587,20,6,0,0.27450980392156865,0.21153846153846154,0.4273104880581516,0.37435098650051923,0.19833852544132918,0.19166666666666668,0.1712962962962963,0.23870967741935484,0.20071047957371227,0.18888888888888888,96,0.2923076923076923,69,False,False,0.6278950453155301,-0.03717651851259962,3.7804878048780486,4.024390243902439,41,0.18724941544387005,0.23749457475927416,-0.0502451593154041,0.4045555263929344,0.4587175303128846,-0.054162003919950186,0.23932450885694828,20,AVOID,3.43,1.21,115.1,9,4,143,37,0,0,0,20,SP
681297,Colton Cowser,L,BAL,6,Grant Holmes,R,656550,824812,ATL @ BAL,4:05 PM,24/07,Scheduled,0.5888114480372456,,,,False,0000100000,estimated,0,0,0.0,0.05957959166983512,0.28298069245890667,0.6455078311258119,0.0970450044677602,20,2,0.06792717086834735,1.044,44.3,D,0.2749003984063745,1.922125837499476,0.4362304267059578,19,5,0,0.14285714285714285,0.2107843137254902,0.5043246839654025,0.4411177644710579,0.054557551563539586,0.21855345911949686,0.16173570019723865,0.19571045576407506,0.19380355965721818,0.20952380952380953,123,0.20754716981132076,121,False,False,0.5549305853984037,0.033880862638841935,2.511904761904762,2.9047619047619047,84,0.19161149326624474,0.17426858597614467,0.017342907290100074,0.43863133345066996,0.4104983998377789,0.028132933612891042,-0.35901825719956504,20,NEUTRAL,3.7,1.34,92.1,6,4,78,41,0,0,0,18,SP
502671,Paul Goldschmidt,R,NYY,3,Jesús Luzardo,L,666200,823434,NYY @ PHI,3:45 PM,24/07,Scheduled,0.5888114480372456,,,,False,0011001100,estimated,0,0,0.0,0.11720705755067551,0.2514019356731169,0.28579350700680295,0.1940702414265498,20,2,0.06827731092436973,1.009,97.7,A,0.328141225337487,3.755156223120487,0.32204767539330587,20,6,0,0.2867647058823529,0.2184873949579832,0.4273104880581516,0.37435098650051923,0.19833852544132918,0.23919043238270468,0.25170068027210885,0.2043343653250774,0.23840445269016697,0.271523178807947,163,0.23076923076923078,115,False,False,0.6188848211951707,-0.030073373157925132,3.493150684931507,3.808219178082192,73,0.1859964153878251,0.21191833439559882,-0.025921919007773714,0.44995390180317235,0.4719774796314588,-0.022023577828286456,-0.27000573264444383,20,AVOID,3.43,1.21,115.1,9,4,143,37,0,0,0,20,SP
696100,Hunter Goodman,R,COL,4,Shane Drohan,L,675660,823759,COL @ MIL,1:10 PM,24/07,Pre-Game,0.5887352753402241,,,,False,0111101011,estimated,1,0,0.0,0.3185545755175558,0.4220815340872184,0.4805198971159589,0.49068138155083696,20,2,0.023504273504273532,0.97,87.1,A,0.30177514792899407,4.281831766077856,0.3550777422341642,20,6,0,0.27350427350427353,0.25,0.6111580726965342,0.3440405748098056,0.044801352493660185,0.226546212647672,0.23604309500489715,0.25806451612903225,0.23469026548672567,0.21428571428571427,236,0.3197278911564626,161,False,True,0.6162199476870787,-0.02748467234685459,3.7578947368421054,4.178947368421053,95,0.18975383261895085,0.20542426841145534,-0.01567043579250449,0.4538033925780851,0.46347473301867365,-0.009671340440588538,0.014060158056173916,20,AVOID,3.2,1.18,76.0,5,3,76,21,1,0,1,10,RP
702284,Cole Young,L,SEA,6,Mackenzie Gore,L,669022,822872,SEA @ TEX,5:05 PM,24/07,Scheduled,0.5873216913452812,,,,False,0111011000,estimated,1,0,0.0,0.20497142659411527,0.3117106536379871,0.4112233269440443,0.26434590935527047,20,2,0.013403263403263421,0.964,52.6,C,0.27050053248136313,3.073872405881046,0.436639953314386,20,6,0,0.25961538461538464,0.24621212121212122,0.5897709110282365,0.3036760788492275,0.10655301012253596,0.2208892025405787,0.2217453505007153,0.22448979591836735,0.22151394422310758,0.24644549763033174,232,0.25477707006369427,177,False,False,0.5983142803267203,-0.010992588981439066,3.607843137254902,4.009803921568627,102,0.2057386312603128,0.2099660816355853,-0.004227450375272501,0.42757207436947126,0.4378894259707049,-0.010317351601233649,0.01742888997304758,20,NEUTRAL,4.8,1.28,110.2,6,8,122,42,0,0,0,21,SP
663728,Cal Raleigh,L,SEA,4,Mackenzie Gore,L,669022,822872,SEA @ TEX,5:05 PM,24/07,Scheduled,0.5843180319064664,-117.0,122.0,54.0,False,0011000101,estimated,2,0,0.0,0.14503019174285356,0.28255248627181345,0.25675619961357327,0.2599076481309896,20,2,-0.011278195488721804,0.964,52.6,C,0.27050053248136313,3.073872405881046,0.436639953314386,20,6,0,0.15714285714285714,0.16842105263157894,0.5897709110282365,0.3036760788492275,0.10655301012253596,0.15069551777434312,0.16589861751152074,0.1522248243559719,0.1551433389544688,0.175,184,0.15,118,False,False,0.5948617130944526,-0.010543681187986209,3.7142857142857144,4.314285714285714,70,0.19440410806880762,0.20463433070452167,-0.010230222635714048,0.42715151797904,0.4331248920596426,-0.0059733740806026114,-0.08201287909226775,20,NEUTRAL,4.8,1.28,110.2,6,8,122,42,0,0,0,21,SP
701807,Carson Benge,L,NYM,5,Roki Sasaki,R,808963,823601,LAD @ NYM,4:10 PM,24/07,Scheduled,0.5836742263128954,,,,False,1110010111,estimated,0,0,0.0,0.28904283759187965,0.3492051905447919,0.33291483652671283,0.36529909060814664,20,2,0.0003330003330003217,0.949,48.1,D,0.28034300791556727,2.4928919653157036,0.44930389638252366,17,7,0,0.2619047619047619,0.26223776223776224,0.4774052478134111,0.23760932944606414,0.2849854227405248,0.23248234655078762,0.2645631067961165,0.26976744186046514,0.24620355411954767,0.24311926605504589,240,0.2894736842105263,163,True,False,0.5951166379501899,-0.011442411637294425,3.814432989690722,4.154639175257732,97,0.18946124142966245,0.20236194036442,-0.012900698934757565,0.430424559752239,0.4373096399918608,-0.00688508023962181,0.1892395139992762,20,NEUTRAL,4.98,1.34,86.2,3,5,85,34,0,0,0,17,SP
608324,Alex Bregman,R,CHC,4,Jared Jones,R,683003,823352,CHC @ PIT,3:40 PM,24/07,Scheduled,0.5831077453629494,-156.0,170.0,61.0,False,0011001110,estimated,0,0,0.0,0.20430231271319088,0.20068057523779642,0.24805463470830702,0.22857438803280788,20,2,0.010489510489510467,1.013,83.2,A,0.3010752688172043,4.174160660937254,0.3706650157622069,9,6,0,0.23076923076923078,0.24125874125874125,0.4500768049155146,0.402457757296467,0.14746543778801843,0.2289988492520138,0.22060016220600162,0.2528409090909091,0.2284857571214393,0.25,266,0.22151898734177214,188,False,False,0.6232487670531964,-0.040141021690247025,3.9393939393939394,4.585858585858586,99,0.19640217549477557,0.22289836866346976,-0.0264961931686942,0.4265717320001959,0.4639935039583687,-0.03742177195817281,-0.09090472185574501,20,AVOID,4.05,1.1,40.0,2,1,48,12,0,0,0,9,SP
