batter_id,name,batter_hand,team,slot,pitcher,pitcher_hand,opp_pitcher_id,game_pk,matchup,start_time,game_date,game_state,p_hit,hit_odds,no_hit_odds,yes_cents,has_hit,last5,lineup_source,bvp_ab,bvp_h,bvp_avg,b_hit_rate,b_xba,b_hardhit,b_n_games,b_days_rest,platoon_adv,park_factor,p_rating,p_grade,p_csw,p_k_bb,p_hardhit_allowed,p_n_games,p_days_rest,is_opener,b_hit_rate_vs_L,b_hit_rate_vs_R
665019,Kody Clemens,L,MIN,3,Tomoyuki Sugano,R,608372,823688,COL @ MIN,5:10 PM,26/06,Final,0.7627365418992825,-268,197,,True,1101111000,live,0,0,0.0,0.21045706582781104,0.3492356082771365,0.49812816775088004,20,2,1,1.022,27.7,F,0.23420647149460708,2.1273457830151146,0.44710579495900565,15,6,0,0.24242424242424243,0.23671497584541062
621439,Byron Buxton,R,MIN,2,Tomoyuki Sugano,R,608372,823688,COL @ MIN,5:10 PM,26/06,Final,0.7627365418992825,,,,True,1110111110,live,0,0,0.0,0.28718915312684434,0.41906134049078275,0.5436485888986625,20,2,0,1.022,27.7,F,0.23420647149460708,2.1273457830151146,0.44710579495900565,15,6,0,0.29545454545454547,0.25888324873096447
650490,Yandy Díaz,R,TB,1,Zac Gallen,R,668678,822962,AZ @ TB,4:10 PM,26/06,Final,0.7523492366477497,,,,True,0111111011,live,0,0,0.0,0.3677338658919473,0.3802950191653641,0.5233915014543268,20,1,0,0.96,32.5,F,0.26026336173508907,2.210234324548567,0.41462842103626146,15,6,0,0.37894736842105264,0.2994652406417112
668952,Ryan Kreidler,R,MIN,1,Tomoyuki Sugano,R,608372,823688,COL @ MIN,5:10 PM,26/06,Final,0.7243748641008915,,,,True,0100111011,live,0,0,0.0,0.2768293915311915,0.2501666315806927,0.3182229243945761,20,2,0,1.022,27.7,F,0.23420647149460708,2.1273457830151146,0.44710579495900565,15,6,0,0.2653061224489796,0.3
666018,Jonathan Aranda,L,TB,2,Zac Gallen,R,668678,822962,AZ @ TB,4:10 PM,26/06,Final,0.7167037504043061,,,,True,1011111111,live,0,0,0.0,0.33292390221955903,0.32438023920028053,0.34787304254647333,20,1,1,0.96,32.5,F,0.26026336173508907,2.210234324548567,0.41462842103626146,15,6,0,0.2692307692307692,0.29
671739,Michael Harris,L,ATL,1,Trevor Mcdonald,R,686790,823206,ATL @ SF,7:15 PM,26/06,Final,0.7144503862150922,,,,True,0111111110,live,0,0,0.0,0.3649388938597215,0.45185404570313986,0.3913521344591438,20,2,1,0.994,50.1,C,0.2859025032938076,1.9647046033824898,0.40085649855411004,9,6,0,0.29,0.3151515151515151
691406,Junior Caminero,R,TB,3,Zac Gallen,R,668678,822962,AZ @ TB,4:10 PM,26/06,Final,0.7144300901105058,,,,True,1011100101,live,0,0,0.0,0.31303062135423093,0.3639644992829851,0.6237294749431876,20,1,0,0.96,32.5,F,0.26026336173508907,2.210234324548567,0.41462842103626146,15,6,0,0.26436781609195403,0.2912621359223301
665161,Jeremy Peña,R,HOU,1,Keider Montero,R,672456,824255,HOU @ DET,3:40 PM,26/06,Final,0.706703163433255,,,,True,1111011011,live,1,0,0.0,0.2856072424942271,0.3237226521022574,0.4189836692579871,20,1,0,1.004,64.2,C,0.2547993019197208,3.482590423643436,0.39336304285959706,15,5,0,0.19444444444444445,0.3157894736842105
605170,Víctor Caratini,L,MIN,5,Tomoyuki Sugano,R,608372,823688,COL @ MIN,5:10 PM,26/06,Final,0.7058275832477564,-230,170,,False,1101111011,live,0,0,0.0,0.3764687803505074,0.3458603091060672,0.4725512911160004,20,2,1,1.022,27.7,F,0.23420647149460708,2.1273457830151146,0.44710579495900565,15,6,0,0.16129032258064516,0.2809917355371901
650333,Luis Arráez,L,SF,1,Reynaldo López,R,625643,823206,ATL @ SF,7:15 PM,26/06,Final,0.7052928248598244,,,,True,1110110111,live,1,1,1.0,0.3197567011488578,0.2805512015530771,0.2020442021543244,20,3,1,0.994,57.1,C,0.2621231979030144,1.818331794329293,0.33462216135655354,18,5,0,0.2894736842105263,0.33181818181818185
678554,Curtis Mead,R,WSH,2,Trevor Rogers,L,669432,824824,WSH @ BAL,4:05 PM,26/06,Final,0.7035872187535593,-253,186,,True,1100101011,live,0,0,0.0,0.16999340341075053,0.3199785037834729,0.39316461458485313,20,1,1,1.044,47.8,D,0.2705061082024433,2.2032068147887283,0.42824883242526507,13,6,0,0.23214285714285715,0.2127659574468085
606466,Ketel Marte,L,AZ,1,Nick Martínez,R,607259,822962,AZ @ TB,4:10 PM,26/06,Final,0.6991395228911917,,,,False,1111101111,live,0,0,0.0,0.2872804910570482,0.319456980839872,0.5104608103648468,20,2,1,0.96,60.6,C,0.26387771520514886,3.2174333544859524,0.3449420235022224,15,5,0,0.24705882352941178,0.2764976958525346
673962,Josh Jung,R,TEX,2,Patrick Corbin,L,571578,822796,TEX @ TOR,4:07 PM,26/06,Final,0.6973844836161637,,,,False,1001111000,live,0,0,0.0,0.24049537064633342,0.31775775718862065,0.5619740154101788,20,2,1,0.995,22.5,F,0.23309608540925267,1.886797795009496,0.4390143097388241,14,6,0,0.3888888888888889,0.27896995708154504
669364,Xavier Edwards,L,MIA,3,Michael Mcgreevy,R,700241,823039,MIA @ STL,5:15 PM,26/06,Final,0.6973844836161637,,,,True,0100101111,live,1,0,0.0,0.24068311408838086,0.24487121669543743,0.20367660742944535,20,2,1,1.031,39.8,D,0.24905087319665908,2.5218931841461534,0.4110218604499318,15,7,0,0.3142857142857143,0.2857142857142857
695600,Carter Jensen,L,KC,1,David Sandlin,R,689818,824582,KC @ CWS,4:40 PM,26/06,Final,0.6962135850537324,-168,126,,True,1111111111,live,0,0,0.0,0.31669032905181693,0.36915405802903506,0.46877340811908724,20,1,1,0.968,51.9,C,0.25675675675675674,,,3,19,0,0.1956521739130435,0.2548076923076923
669477,Casey Schmitt,R,SF,3,Reynaldo López,R,625643,823206,ATL @ SF,7:15 PM,26/06,Final,0.69542981517974,-233,173,,False,1111111101,live,1,0,0.0,0.34244500347373125,0.4741477993750212,0.45345322602859567,20,1,0,0.994,57.1,C,0.2621231979030144,1.818331794329293,0.33462216135655354,18,5,0,0.32142857142857145,0.2871287128712871
645277,Ozzie Albies,L,ATL,4,Trevor Mcdonald,R,686790,823206,ATL @ SF,7:15 PM,26/06,Final,0.6945936129179838,-246,182,,True,1001111011,live,0,0,0.0,0.29183724248272036,0.2921337546904106,0.3483813598311133,20,2,1,0.994,50.1,C,0.2859025032938076,1.9647046033824898,0.40085649855411004,9,6,0,0.3382352941176471,0.23353293413173654
683002,Gunnar Henderson,L,BAL,2,Andrew Alvarez,L,674841,824824,WSH @ BAL,4:05 PM,26/06,Final,0.6921852467554155,-261,192,67.0,False,1010101110,live,1,0,0.0,0.254982287405507,0.28665453979143113,0.5027536305978771,20,2,0,1.044,42.1,D,0.2949640287769784,2.988996206295693,0.48264753428972734,9,5,0,0.23255813953488372,0.22857142857142856
