batter_id,name,batter_hand,team,slot,pitcher,pitcher_hand,opp_pitcher_id,game_pk,matchup,start_time,game_date,game_state,p_hit,hit_odds,no_hit_odds,yes_cents,has_hit,last5,lineup_source,bvp_ab,bvp_h,bvp_avg,bvp_career,bvp_since,b_hit_rate,b_xba,b_hardhit,b_babip,b_k_rate,b_n_games,b_days_rest,split_diff,park_factor,p_rating,p_grade,p_csw,p_k_bb,p_hardhit_allowed,p_k_rate,p_n_games,p_days_rest,is_opener,b_hit_rate_vs_L,b_hit_rate_vs_R,p_use_fb,p_use_bb,p_use_os,b_hr_vs_fb,b_hr_vs_bb,b_hr_vs_os,b_hr_overall,b_hit_rate_vs_sp,b_pa_vs_sp,b_hit_rate_vs_rp,b_pa_vs_rp,b_is_rookie,p_is_rookie,base_p_hit,matchup_delta,b_avg_ab,b_avg_pa,b_games_played,p_multihit,base_p_multihit,p_multihit_matchup_delta,p_hrRbi,base_p_hrRbi,p_hrRbi_matchup_delta,b_quality_first3,b_n_games_first3,p_era,p_whip_official,p_ip,p_wins,p_losses,p_so,p_bb_official,p_saves,p_blown_saves,p_save_opps,p_games_started,p_role,p_games_pitched,p_bf_official,p_hits_allowed,p_bf_per_g,p_k9,p_bb9,p_h9,p_hr9,p_avg_bf,pen_delta,pen_available_n,pen_rested_frac,def_oaa_tonight,def_oaa_n,sched_games_7d,sched_day_after_night,sched_getaway,sched_tz_shift,b_pa,b_bb_rate,b_hit_rate_long,b_k_rate_long,b_bb_rate_long,b_hardhit_long,b_xba_long,p_hit_rate_vs_hand,slot_pa_exp,def_babip_allowed
650333,Luis Arráez,L,PHI,4,Bryan Woo,R,693433,823096,PHI @ SEA,1:10 PM,26/08,Scheduled,0.7374373380800555,,,,False,1111111011,estimated,9,2,0.2222222222222222,1,2024,0.31572967725231277,0.3402903077761787,0.132188946350698,0.3305153954364044,0.026026418276557405,20,1,-0.03865435356200525,0.906,60.0,C,0.2706270627062706,4.725689550387756,0.4328288078609511,0.2502587012589498,20,10,0,0.35,0.3113456464379947,0.6605288007554296,0.2776203966005666,0.06185080264400378,0.35069729286300244,0.32432432432432434,0.31313131313131315,0.33874709976798145,0.36394557823129253,317,0.25853658536585367,229,False,False,0.7279069169563942,0.009530421123661315,4.024193548387097,4.403225806451613,124,,,,,,,0.2108042189273232,20,4.1,1.08,138.1,9,8,137,29,0,0,0,24,SP,24,563,121,23.5,8.91,1.89,7.87,0.98,23.333259551455463,-0.003920671413388921,6,0.8571428571428571,-23.0,7,6,1,1,0.0,4.041647704361927,0.015239217537152705,0.32510288065843623,0.0450281425891182,0.04127579737335835,0.19963924963924964,0.30563852813852815,0.23232323232323232,4.159,0.3569288079279029
808982,Jung Hoo Lee,L,SF,3,Nick Lodolo,L,666157,823180,CIN @ SF,12:45 PM,26/08,Pre-Game,0.7240422646629942,,,,False,0111101011,estimated,6,1,0.16666666666666666,1,2025,0.23121004010082194,0.29346489524213565,0.3824506351213309,0.25868331787019666,0.08209718315194971,20,1,-0.042520703933747406,0.994,31.3,F,0.26495079485238454,1.9780770954507547,0.4121445032401371,0.1780797430357599,15,5,0,0.25892857142857145,0.30144927536231886,0.5155185465556397,0.24451173353520061,0.23996971990915972,0.28139656070870245,0.2653276955602537,0.2924281984334204,0.27791411042944786,0.26953125,272,0.31840796019900497,216,False,False,0.6914894190840245,0.03255284557896965,3.808333333333333,4.066666666666666,120,,,,,,,-0.15396805681956657,20,5.04,1.52,75.0,3,3,59,31,0,0,0,15,SP,15,338,83,22.5,7.08,3.72,9.96,1.56,22.220606569666487,-0.03114226466299408,7,0.875,17.0,7,7,1,1,0.0,4.184415907069273,0.03757811142447871,0.29605263157894735,0.10082304526748971,0.0411522633744856,0.3018018018018018,0.3184686732186732,0.3333333333333333,4.25,0.3523431276642342
624413,Pete Alonso,R,BAL,2,Michael Mcgreevy,R,700241,823015,BAL @ STL,4:45 PM,26/08,Scheduled,0.7221055443267118,-223.0,233.0,69.0,False,1111111101,estimated,0,0,0.0,0,0,0.4724209845261306,0.4791359780871012,0.6615941170366424,0.5536067662748884,0.15943448136887778,20,1,-0.016985372683394118,1.031,37.7,D,0.2548314606741573,2.478586111730769,0.44534581753029157,0.18055567712664866,20,6,0,0.2891566265060241,0.27217125382262997,0.5321348314606742,0.27101123595505616,0.19685393258426967,0.265740338688667,0.2832529290144728,0.296875,0.27536911178814155,0.28807947019867547,338,0.2617801047120419,230,False,False,0.6784894868385852,0.04361605748812658,3.763358778625954,4.33587786259542,131,,,,,,,0.28006908499019006,20,3.54,1.21,137.1,5,9,95,36,0,0,0,25,SP,25,558,130,22.3,6.23,2.36,8.52,1.18,22.597367008611457,-0.004268044326711795,8,0.8888888888888888,15.0,6,6,0,0,0.0,4.218176933994047,0.06340877358542106,0.27839643652561247,0.23461538461538461,0.1076923076923077,0.5616717635066258,0.39980122324159023,0.23834196891191708,4.35,0.3375379538606056
664983,Jake Mccarthy,L,COL,1,Matt Waldron,R,663362,822692,COL @ WSH,3:45 PM,26/08,Scheduled,0.7118997830098394,,,,False,1101101111,estimated,12,6,0.5,1,2024,0.26961020105930694,0.37476931310530814,0.36823064876327055,0.32774728483650617,0.15021294168309818,20,1,0.0040747028862478385,1.04,67.0,B,0.25162337662337664,2.821858552643082,0.3206959055314594,0.18605280058484927,14,8,0,0.2894736842105263,0.29354838709677417,0.5584415584415584,0.1461038961038961,0.29545454545454547,0.2763406940063092,0.26120857699805067,0.2579185520361991,0.26919307415877164,0.2967032967032967,292,0.2847682119205298,169,False,False,0.692882904842716,0.019016878167123386,3.752212389380531,4.079646017699115,113,,,,,,,0.12639608937470165,20,7.54,1.62,37.0,1,2,31,10,0,0,0,3,RP,14,169,50,12.1,7.54,2.43,12.16,1.7,10.507782043707676,-0.013799783009839306,6,0.6666666666666666,4.0,7,6,0,0,0.0,4.475722467377415,0.07551840741628002,0.298876404494382,0.16597510373443983,0.04771784232365145,0.28,0.3173808219178082,0.3448275862068966,4.442,0.31467475318983823
650490,Yandy Díaz,R,TB,1,Troy Melton,R,675512,824234,TB @ DET,10:10 AM,26/08,Pre-Game,0.7028730749676603,,,,False,1111101110,live,0,0,0.0,0,0,0.3051797132348804,0.33207869828693765,0.4761622654801066,0.3650655598167843,0.0954484178292828,20,1,-0.01324898543805203,1.004,71.0,B,0.2740134028294862,2.739505822995072,0.36062952062374015,0.21977469438409292,15,5,0,0.30985915492957744,0.2966101694915254,0.6500372300819062,0.23752792256142963,0.11243484735666419,0.2697466467958271,0.2870722433460076,0.2371638141809291,0.2712842712842713,0.2611464968152866,351,0.36813186813186816,207,False,False,0.7028730749676603,0.0,3.9365079365079363,4.428571428571429,126,,,,,,,0.19830071131796248,20,1.7,1.01,90.0,7,2,76,28,0,0,0,15,SP,15,355,63,23.7,7.6,2.8,6.3,1.0,23.59426152257051,0.00574121074662548,7,0.7777777777777778,-10.0,6,7,1,1,0.0,4.60816075490891,0.0778465767470242,0.2957446808510638,0.14528301886792452,0.07735849056603773,0.46539440203562343,0.3384408396946565,0.17777777777777778,4.442,0.292621909046671
683002,Gunnar Henderson,L,BAL,3,Michael Mcgreevy,R,700241,823015,BAL @ STL,4:45 PM,26/08,Scheduled,0.7022926109288727,-203.0,212.0,67.0,False,1010111100,estimated,0,0,0.0,0,0,0.20174039118085169,0.36422257479221853,0.40879096022347694,0.2797198087693704,0.16424736655353664,20,1,-0.010815134232855739,1.031,37.7,D,0.2548314606741573,2.478586111730769,0.44534581753029157,0.18055567712664866,20,6,0,0.22784810126582278,0.21703296703296704,0.5321348314606742,0.27101123595505616,0.19685393258426967,0.202991452991453,0.2106537530266344,0.1848341232227488,0.20135440180586908,0.2138364779874214,350,0.23039215686274508,239,False,False,0.6385623000164579,0.06373031091241488,4.015384615384615,4.530769230769231,130,,,,,,,-0.0942946272408344,20,3.54,1.21,137.1,5,9,95,36,0,0,0,25,SP,25,558,130,22.3,6.23,2.36,8.52,1.18,22.597367008611457,-0.0406301109288727,8,0.8888888888888888,15.0,6,6,0,0,0.0,4.306492316387882,0.1534868029591418,0.22245322245322247,0.2177121771217712,0.08671586715867159,0.45546372819100095,0.3245619834710744,0.25846153846153846,4.25,0.3375379538606056
670541,Yordan Álvarez,L,HOU,2,Elmer Rodriguez,R,695684,823506,HOU @ NYY,4:05 PM,26/08,Scheduled,0.6992170204561291,-212.0,223.0,68.0,False,1010111011,estimated,0,0,0.0,0,0,0.3464199460633211,0.35120848803423976,0.4891611156997101,0.39088912317087265,0.15549869430576943,20,1,0.07758620689655177,1.007,58.5,C,0.279874213836478,,,,4,66,0,0.2672413793103448,0.3448275862068966,0.6446540880503144,0.25471698113207547,0.10062893081761007,0.3229951262738148,0.3068181818181818,0.3780821917808219,0.32941752325012236,0.35526315789473684,360,0.26875,206,False,True,0.6976904765926902,0.0015265438634388673,3.5968992248062017,4.387596899224806,129,,,,,,,0.15969712658903967,20,4.76,1.76,17.0,0,2,10,11,0,0,0,4,SP,4,83,19,20.8,5.29,5.82,10.06,0.53,,0.008820479543870774,8,0.8888888888888888,-2.0,7,6,0,0,0.0,4.259304392443501,0.0904815132893334,0.31494252873563217,0.17300380228136883,0.11406844106463879,0.536531007751938,0.4126686046511628,0.18518518518518517,4.35,0.30333995318933654
677951,Bobby Witt,R,KC,2,Spencer Miles,R,693686,822772,KC @ TOR,4:07 PM,26/08,Scheduled,0.6962969908339987,-212.0,223.0,68.0,False,0111011110,estimated,0,0,0.0,0,0,0.28087715958949555,0.36254757282814487,0.4720245581820371,0.35641950167410225,0.1939846199938586,20,1,0.03554737289335791,0.995,80.1,A,0.2712,11.699474212853204,0.36186321792996445,0.19458576995848123,20,4,0,0.2608695652173913,0.2964169381107492,0.5776347546259051,0.42075623491552694,0.0016090104585679806,0.2623738587217684,0.26458157227387996,0.2814207650273224,0.26565934065934066,0.29577464788732394,309,0.2670807453416149,195,False,True,0.6976904765926902,-0.0013934857586915816,3.9035087719298245,4.421052631578948,114,,,,,,,0.062371629109720765,20,3.02,1.1,80.1,5,2,73,20,1,0,1,4,RP,40,324,68,8.1,8.18,2.24,7.62,0.56,5.709283848417044,0.012683009166001402,5,0.625,14.0,6,6,0,0,0.0,4.572803671541273,0.1068653787035021,0.2890792291220557,0.1739961759082218,0.08604206500956023,0.518395390070922,0.37409685283687943,0.1865671641791045,4.35,0.30050895094280916
665487,Fernando Tatís,R,SD,1,Bubba Chandler,R,696149,823255,PIT @ SD,1:10 PM,26/08,Scheduled,0.6944956928289915,-233.0,245.0,70.0,False,0101111101,estimated,0,0,0.0,0,0,0.3218811890004147,0.4102546544267705,0.6064631941998128,0.34436554461449875,0.10428317408941501,20,1,-0.06752514574924723,0.954,47.6,D,0.26187183033656064,2.0417505433627094,0.41644504079907235,0.21566202633882786,20,5,0,0.33884297520661155,0.2713178294573643,0.5513413506012951,0.29417206290471787,0.15448658649398705,0.27906976744186046,0.2673434856175973,0.23025210084033612,0.2686967113276492,0.26198083067092653,358,0.3282051282051282,216,False,False,0.707251371921266,-0.012755679092274486,3.9076923076923076,4.415384615384616,130,,,,,,,0.11426531298012611,20,4.38,1.37,125.1,6,8,114,66,0,0,0,24,SP,25,547,106,21.9,8.19,4.74,7.61,0.79,21.817877670917703,0.0023209738376750444,6,0.6666666666666666,2.0,7,6,1,1,0.0,4.398191376119138,0.09169045633381558,0.2905982905982906,0.1792452830188679,0.08490566037735849,0.5276586237712243,0.37028418230563004,0.2186046511627907,4.442,0.2897413853039225
663538,Nico Hoerner,R,CHC,6,Eduardo Rodríguez,L,593958,825039,CHC @ AZ,12:40 PM,26/08,Scheduled,0.6935106558115723,,,,False,0111011100,estimated,0,0,0.0,0,0,0.24293137803662326,0.31422302731394447,0.22831584731562213,0.2589329647210542,0.09581410323362136,20,1,0.018242394450816546,1.0,61.2,C,0.25414811817078103,2.668823291599218,0.3244980965912001,0.17935622589957304,20,5,0,0.27450980392156865,0.2562674094707521,0.6095585257189146,0.12636695018226002,0.2640745240988254,0.24766584766584768,0.24388111888111888,0.25355450236966826,0.2476454293628809,0.26148409893992935,314,0.26200873362445415,253,False,False,0.6745350394447124,0.01897561636685996,3.9689922480620154,4.395348837209302,129,,,,,,,-0.05605268884625065,20,2.61,1.21,155.0,13,4,110,49,0,0,0,26,SP,26,635,138,24.4,6.39,2.85,8.01,0.81,24.636168626069452,-0.0235106558115723,9,0.9,23.0,6,6,1,1,0.0,4.1699780266708375,0.027440746766660723,0.26195426195426197,0.08128544423440454,0.0661625708884688,0.2823820395738204,0.33095243531202434,0.2315270935960591,3.896,0.30615108558094817
