batter_id,name,batter_hand,team,slot,pitcher,pitcher_hand,opp_pitcher_id,game_pk,matchup,start_time,game_date,game_state,p_hit,hit_odds,no_hit_odds,yes_cents,has_hit,last5,lineup_source,bvp_ab,bvp_h,bvp_avg,bvp_career,bvp_since,b_hit_rate,b_xba,b_hardhit,b_babip,b_k_rate,b_n_games,b_days_rest,split_diff,park_factor,p_rating,p_grade,p_csw,p_k_bb,p_hardhit_allowed,p_k_rate,p_n_games,p_days_rest,is_opener,b_hit_rate_vs_L,b_hit_rate_vs_R,p_use_fb,p_use_bb,p_use_os,b_hr_vs_fb,b_hr_vs_bb,b_hr_vs_os,b_hr_overall,b_hit_rate_vs_sp,b_pa_vs_sp,b_hit_rate_vs_rp,b_pa_vs_rp,b_is_rookie,p_is_rookie,base_p_hit,matchup_delta,b_avg_ab,b_avg_pa,b_games_played,p_multihit,base_p_multihit,p_multihit_matchup_delta,p_hrRbi,base_p_hrRbi,p_hrRbi_matchup_delta,b_quality_first3,b_n_games_first3,p_era,p_whip_official,p_ip,p_wins,p_losses,p_so,p_bb_official,p_saves,p_blown_saves,p_save_opps,p_games_started,p_role,p_games_pitched,p_bf_official,p_hits_allowed,p_bf_per_g,p_k9,p_bb9,p_h9,p_hr9,p_avg_bf,pen_delta,pen_available_n,pen_rested_frac,def_oaa_tonight,def_oaa_n,sched_games_7d,sched_day_after_night,sched_getaway,sched_tz_shift,b_pa,b_bb_rate,b_hit_rate_long,b_k_rate_long,b_bb_rate_long,b_hardhit_long,b_xba_long,p_hit_rate_vs_hand,slot_pa_exp,def_babip_allowed,did_not_play
650490,Yandy Díaz,R,TB,1,Martín Pérez,L,527048,824872,TB @ ATL,9:15 AM,10/09,Final,0.732371472981283,,,,True,1011110111,live,11,5,0.45454545454545453,1,2022,0.3064683830350867,0.3595558317487099,0.5606095203257058,0.3627672789258756,0.12105945845098842,20,1,0.018899813114487685,1.018,54.9,C,0.276295923502768,1.740728829408213,0.3546969430942867,0.19522857425819432,20,5,0,0.3161290322580645,0.2972292191435768,0.6166246851385391,0.07506297229219143,0.30831234256926954,0.2780586450960566,0.2913793103448276,0.2609603340292276,0.27980956502921445,0.2693409742120344,388,0.35960591133004927,231,False,False,0.7093475902129877,0.023023882768295367,3.971223021582734,4.453237410071942,139,,,,,,,0.2791821603340582,20,3.22,1.28,125.2,8,9,94,54,0,0,0,24,SP,28,526,107,18.8,6.73,3.87,7.66,0.93,20.356121293677198,-0.0194571872669973,7,0.7777777777777778,7.0,6,6,1,1,0.0,4.653989510382694,0.047057926773216685,0.29497907949790797,0.14634146341463414,0.07317073170731707,0.47725,0.345048125,0.2126984126984127,4.443,0.3128771179010789,
691406,Junior Caminero,R,TB,3,Martín Pérez,L,527048,824872,TB @ ATL,9:15 AM,10/09,Final,0.7062841530398526,-150.0,156.0,60.0,False,1110011011,live,0,0,0.0,0,0,0.30595906220485136,0.370766852437856,0.5271388026582767,0.3922959788406214,0.18211848562675606,20,1,-0.008582679815556549,1.018,54.9,C,0.276295923502768,1.740728829408213,0.3546969430942867,0.19522857425819432,20,5,0,0.273972602739726,0.28255528255528256,0.6166246851385391,0.07506297229219143,0.30831234256926954,0.30427276650841606,0.2753530166880616,0.3135215453194651,0.29646497505964,0.30434782608695654,381,0.2403846153846154,252,False,False,0.685557264060062,0.02072688897979058,3.8402777777777777,4.395833333333333,144,,,,,,,0.19616958914493474,20,3.22,1.28,125.2,8,9,94,54,0,0,0,24,SP,28,526,107,18.8,6.73,3.87,7.66,0.93,20.356121293677198,-0.00808415303985266,7,0.7777777777777778,7.0,6,6,1,1,0.0,4.541117459998247,0.04129537014834317,0.28665207877461707,0.18929254302103252,0.08986615678776291,0.5237430167597765,0.3492011173184357,0.2126984126984127,4.251,0.3128771179010789,
700250,Ben Rice,L,NYY,1,Ryan Feltner,R,663372,823499,COL @ NYY,4:05 PM,10/09,Final,0.6988686923339308,-212.0,223.0,68.0,True,0101111000,live,0,0,0.0,0,0,0.2816276723114752,0.35236624575608083,0.39027958257996925,0.3527077337141118,0.21879551520937382,20,1,-0.02313828888212824,1.007,45.0,D,0.2622122403144301,1.648088799381425,0.34650861231850777,0.1757818792039847,20,6,0,0.27167630057803466,0.24853801169590642,0.42696629213483145,0.39325842696629215,0.1797752808988764,0.2374749498997996,0.23319615912208505,0.22672064777327935,0.23469387755102042,0.23548387096774193,353,0.28780487804878047,243,False,False,0.6358035304568389,0.06306516187709188,3.7318840579710146,4.318840579710145,138,,,,,,,0.06881253907131829,20,5.91,1.58,106.2,5,9,81,48,0,0,0,21,SP,22,479,120,21.8,6.83,4.05,10.13,1.6,22.888876474547768,-0.031479803445041754,9,0.9,3.0,7,5,0,1,0.0,4.4812238519522465,0.11618943603325443,0.2510822510822511,0.24045801526717558,0.10114503816793893,0.4680059523809524,0.36576488095238097,0.2930232558139535,4.443,0.35006573995444606,
686948,Drake Baldwin,L,ATL,1,Nick Martínez,R,607259,824872,TB @ ATL,9:15 AM,10/09,Final,0.6979004294423355,3233.0,335.0,3.0,True,1110111011,live,0,0,0.0,0,0,0.2744174527977865,0.3454763480946881,0.4650894990545893,0.3979626983403955,0.2642668436988421,20,1,0.020576923076923048,1.018,75.4,B,0.2637215528781794,4.9327518212584405,0.34053760949161394,0.15051813266604736,20,6,0,0.2625,0.28307692307692306,0.647899910634495,0.08310991957104558,0.26899016979445933,0.26666666666666666,0.2463768115942029,0.2981260647359455,0.26575682382133997,0.2857142857142857,339,0.2598870056497175,205,False,False,0.6689370873792355,0.028963342063100028,3.9430894308943087,4.4227642276422765,123,,,,,,,0.1960595509497995,20,3.04,1.1,160.0,14,4,95,24,0,0,0,27,SP,27,643,152,23.8,5.34,1.35,8.55,1.07,23.69706721239433,-0.021812929442335593,8,0.8,12.0,7,6,1,1,0.0,4.343592806659165,0.056110969783434966,0.2796610169491525,0.21509433962264152,0.09056603773584905,0.5093109869646183,0.36218156424581005,0.23140495867768596,4.443,0.26668598077001343,
660670,Ronald Acuña,R,ATL,2,Nick Martínez,R,607259,824872,TB @ ATL,9:15 AM,10/09,Final,0.6976191266137421,,,,False,1101111011,live,0,0,0.0,0,0,0.3262330852732223,0.3428766722559175,0.5001083994279305,0.37202190902908205,0.1904904330796682,20,1,0.004385964912280715,1.018,75.4,B,0.2637215528781794,4.9327518212584405,0.34053760949161394,0.15051813266604736,20,6,0,0.25,0.2543859649122807,0.647899910634495,0.08310991957104558,0.26899016979445933,0.2507598784194529,0.24484536082474226,0.2210796915167095,0.2454689984101749,0.26991150442477874,265,0.2222222222222222,144,False,False,0.6367554373203897,0.060863689293352397,3.78494623655914,4.397849462365591,93,,,,,,,0.207700038768924,20,3.04,1.1,160.0,14,4,95,24,0,0,0,27,SP,27,643,152,23.8,5.34,1.35,8.55,1.07,23.69706721239433,-0.04460662661374215,8,0.8,12.0,7,6,1,1,0.0,4.3541934413575385,0.07910409152997057,0.255079006772009,0.23224568138195778,0.12667946257197696,0.4658385093167702,0.35506211180124225,0.27419354838709675,4.352,0.26668598077001343,
691176,Jasson Domínguez,L,NYY,3,Ryan Feltner,R,663372,823499,COL @ NYY,4:05 PM,10/09,Final,0.6965419934633238,,,,False,1101011101,live,0,0,0.0,0,0,0.2035825776942773,0.32159787680752305,0.46898814552538604,0.2755746012788416,0.20804564590343458,20,4,-0.05947357846092022,1.007,45.0,D,0.2622122403144301,1.648088799381425,0.34650861231850777,0.1757818792039847,20,6,0,0.26582278481012656,0.20634920634920634,0.42696629213483145,0.39325842696629215,0.1797752808988764,0.20531400966183574,0.20469798657718122,0.2273838630806846,0.21107491856677524,0.20833333333333334,129,0.25882352941176473,90,False,False,0.6319068746238198,0.06463511883950401,3.7962962962962963,4.055555555555555,54,,,,,,,0.20854802813009504,20,5.91,1.58,106.2,5,9,81,48,0,0,0,21,SP,22,479,120,21.8,6.83,4.05,10.13,1.6,22.888876474547768,-0.02377532679665717,9,0.9,3.0,7,5,0,1,0.0,3.9866931200110782,0.03351825118320952,0.25609756097560976,0.2202247191011236,0.056179775280898875,0.45405982905982906,0.3170032051282051,0.2930232558139535,4.251,0.35006573995444606,
641355,Cody Bellinger,L,NYY,2,Ryan Feltner,R,663372,823499,COL @ NYY,4:05 PM,10/09,Final,0.6918504106430671,-212.0,223.0,68.0,True,1111101111,live,0,0,0.0,0,0,0.29750172998398955,0.3108831582738387,0.3774867440338889,0.3642682556659111,0.15892800746404132,20,1,-0.04647727272727273,1.007,45.0,D,0.2622122403144301,1.648088799381425,0.34650861231850777,0.1757818792039847,20,6,0,0.29375,0.24727272727272728,0.42696629213483145,0.39325842696629215,0.1797752808988764,0.23700054734537493,0.27128263337116915,0.24587155963302754,0.24792881251917767,0.2440944881889764,288,0.292817679558011,210,False,False,0.643023383105744,0.04882702753732304,3.717948717948718,4.256410256410256,117,,,,,,,0.004451767472298471,20,5.91,1.58,106.2,5,9,81,48,0,0,0,21,SP,22,479,120,21.8,6.83,4.05,10.13,1.6,22.888876474547768,-0.01645041064306707,9,0.9,3.0,7,5,0,1,0.0,4.229463570407283,0.02907844756788395,0.25968109339407747,0.16071428571428573,0.1111111111111111,0.35982309124767226,0.3302425512104283,0.2930232558139535,4.352,0.35006573995444606,
802415,Chandler Simpson,L,TB,5,Martín Pérez,L,527048,824872,TB @ ATL,9:15 AM,10/09,Final,0.6902036659078203,-127.0,156.0,56.0,False,0111010111,live,0,0,0.0,0,0,0.3247405846394534,0.3084552206893119,0.11511909911108106,0.3491087261194406,0.07496543275702792,20,1,-0.044796954314720805,1.018,54.9,C,0.276295923502768,1.740728829408213,0.3546969430942867,0.19522857425819432,20,5,0,0.275,0.3197969543147208,0.6166246851385391,0.07506297229219143,0.30831234256926954,0.3130598774163131,0.2886334610472541,0.26939655172413796,0.30194805194805197,0.3235294117647059,330,0.28846153846153844,227,False,False,0.6737243206282094,0.016479345279610924,3.8646616541353382,4.18796992481203,133,,,,,,,0.26007824915065886,20,3.22,1.28,125.2,8,9,94,54,0,0,0,24,SP,28,526,107,18.8,6.73,3.87,7.66,0.93,20.356121293677198,-0.008803665907820335,7,0.7777777777777778,7.0,6,6,1,1,0.0,4.3327480762011366,0.039444310749813596,0.2987012987012987,0.08582834331337326,0.03992015968063872,0.12430389817024662,0.2792354813046937,0.25874125874125875,4.026,0.3128771179010789,
650333,Luis Arráez,L,PHI,4,Cristian Javier,R,664299,823413,HOU @ PHI,10:05 AM,10/09,Final,0.6886338627412458,-223.0,233.0,69.0,True,0110111011,live,0,0,0.0,0,0,0.3171585271527526,0.28673909918643925,0.15424711037337396,0.32349363351916555,0.046895889222113865,20,1,-0.0669135624910111,1.009,52.1,C,0.27968923418423974,2.854467985282331,0.3645455021718245,0.26178995651441,14,6,0,0.36764705882352944,0.30073349633251834,0.5583982202447163,0.28587319243604004,0.1557285873192436,0.35205580029368577,0.3247011952191235,0.30978260869565216,0.3394559404789584,0.36728395061728397,348,0.24434389140271492,249,False,False,0.6805444550692233,0.008089407672022486,3.978102189781022,4.357664233576642,137,,,,,,,0.23562323580505223,20,5.98,1.55,49.2,2,5,50,22,0,0,0,9,SP,14,223,55,15.9,9.06,3.99,9.97,1.63,16.625263617215086,0.008066137258754158,6,0.8571428571428571,4.0,7,6,1,1,0.0,3.8459150590137416,0.0292830380353176,0.31950207468879666,0.04,0.0380952380952381,0.19154013015184382,0.3055357917570499,0.2765957446808511,4.16,0.3198181578319826,
664983,Jake Mccarthy,L,COL,1,Max Fried,L,608331,823499,COL @ NYY,4:05 PM,10/09,Final,0.6873433585291338,-186.0,203.0,65.0,True,1111101111,live,8,4,0.5,1,2022,0.29260423656868717,0.3238090161727605,0.4019615119444013,0.3416907121612407,0.13291388571794327,20,1,4.408199250605094e-05,1.007,82.6,A,0.2855018587360595,3.061207691151475,0.2841281447003789,0.25132997495419546,16,6,0,0.2923076923076923,0.2922636103151863,0.6200743494423792,0.25427509293680295,0.12565055762081784,0.276536312849162,0.258974358974359,0.2587991718426501,0.26861779194436397,0.29508196721311475,328,0.28735632183908044,195,False,False,0.6889901032643803,-0.001646744735246508,3.8015873015873014,4.150793650793651,126,,,,,,,0.12770081211613368,20,2.73,0.99,95.2,4,4,87,29,0,0,0,17,SP,17,368,66,21.6,8.18,2.73,6.21,0.28,20.596627845295366,0.01102807004229489,7,1.0,6.0,6,5,0,1,0.0,4.67992356839746,0.061057621509114805,0.2945054945054945,0.15863453815261044,0.05421686746987952,0.2791223404255319,0.3330398936170213,0.15492957746478872,4.443,0.26899103770730864,
