batter_id,name,batter_hand,team,slot,pitcher,pitcher_hand,opp_pitcher_id,game_pk,matchup,start_time,game_date,game_state,p_hit,hit_odds,no_hit_odds,yes_cents,has_hit,last5,lineup_source,bvp_ab,bvp_h,bvp_avg,b_hit_rate,b_xba,b_hardhit,b_babip,b_k_rate,b_n_games,b_days_rest,split_diff,park_factor,p_rating,p_grade,p_csw,p_k_bb,p_hardhit_allowed,p_k_rate,p_n_games,p_days_rest,is_opener,b_hit_rate_vs_L,b_hit_rate_vs_R,p_use_fb,p_use_bb,p_use_os,b_hr_vs_fb,b_hr_vs_bb,b_hr_vs_os,b_hr_overall,b_hit_rate_vs_sp,b_pa_vs_sp,b_hit_rate_vs_rp,b_pa_vs_rp,b_is_rookie,p_is_rookie,base_p_hit,matchup_delta,b_avg_ab,b_avg_pa,b_games_played,p_multihit,base_p_multihit,p_multihit_matchup_delta,p_hrRbi,base_p_hrRbi,p_hrRbi_matchup_delta,b_quality_first3,b_n_games_first3,lean_tag,p_era,p_whip_official,p_ip,p_wins,p_losses,p_so,p_bb_official,p_saves,p_blown_saves,p_save_opps,p_games_started,p_role,p_games_pitched,p_bf_official,p_hits_allowed,p_bf_per_g,p_k9,p_bb9,p_h9,p_hr9,p_avg_bf
682829,Elly De La Cruz,L,CIN,1,Kyle Leahy,R,681517,823028,CIN @ STL,11:15 AM,26/07,Final,0.7428495694120695,-212.0,223.0,68.0,True,1111101011,live,1,0,0.0,0.2822886103811055,0.39352155230921204,0.5268140172064678,0.34254204839143876,0.19242440840838526,20,1,-0.06911392405063288,1.031,46.8,D,0.26560509554140127,2.8132322959622207,0.5063548919446615,0.2029824781450687,19,6,0,0.3291139240506329,0.26,0.41427660930529,0.45315487571701724,0.1325685149776928,0.250332005312085,0.25259515570934254,0.253125,0.2521537442014579,0.2744186046511628,236,0.2807017543859649,137,False,False,0.6783396127876898,0.06450995662437964,3.963855421686747,4.493975903614458,83,,,,,,,0.11215362806883994,20,STRONG,3.59,1.35,95.1,7,4,79,33,0,0,0,19,SP,19,408,96,21.5,7.46,3.12,9.06,0.94,20.883317496536673
672515,Gabriel Moreno,R,AZ,3,Miles Mikolas,R,571945,822706,AZ @ WSH,10:35 AM,26/07,Final,0.7387241987081525,-212.0,285.0,68.0,True,1110111111,live,0,0,0.0,0.3915331983228927,0.45064498367375316,0.3510192832409113,0.463907725348934,0.12071720725771813,20,1,0.05211912943871705,1.04,45.3,D,0.24122236671001301,2.775275147864908,0.42163339005121,0.10380824187309151,20,5,0,0.2777777777777778,0.32989690721649484,0.4977228366948601,0.42745608327911516,0.07482108002602472,0.32865400495458297,0.3180473372781065,0.3188405797101449,0.320970695970696,0.3032258064516129,175,0.3333333333333333,138,False,False,0.6679238430565375,0.07080035565161502,3.4545454545454546,4.064935064935065,77,,,,,,,0.3143646259253717,20,STRONG,5.6,1.34,98.0,3,7,51,20,0,0,0,8,RP,21,417,111,19.9,4.68,1.84,10.19,1.93,20.235746641944576
621439,Byron Buxton,R,MIN,2,Jeffrey Springs,L,605488,823678,ATH @ MIN,11:10 AM,26/07,Final,0.7302827513499995,-104.0,117.0,51.0,False,1001111100,live,0,0,0.0,0.27999594301374653,0.3609102276894446,0.5177054808021281,0.36646613738544287,0.18258792327918086,20,1,0.016363636363636413,1.022,48.7,D,0.27609811751283514,2.04839630868331,0.3764464279440654,0.18543209597658078,20,6,0,0.28,0.2636363636363636,0.4540787221905305,0.31488876212207645,0.23103251568739305,0.2496274217585693,0.25691699604743085,0.23653395784543327,0.24950573349149863,0.2975609756097561,220,0.21739130434782608,131,False,False,0.679607148970752,0.05067560237924751,4.050632911392405,4.443037974683544,79,,,,,,,0.0557504662382411,20,STRONG,6.14,1.45,104.0,3,9,86,39,0,0,0,21,SP,21,459,112,21.9,7.44,3.38,9.69,2.34,22.351147042896898
606466,Ketel Marte,L,AZ,4,Miles Mikolas,R,571945,822706,AZ @ WSH,10:35 AM,26/07,Final,0.7216137970426129,-245.0,285.0,71.0,True,0011110110,live,0,0,0.0,0.2133454910360156,0.3055711328441101,0.32585952620901687,0.27196959488534717,0.19653499810888195,20,1,0.007049216930879398,1.04,45.3,D,0.24122236671001301,2.775275147864908,0.42163339005121,0.10380824187309151,20,5,0,0.2523364485981308,0.2593856655290102,0.4977228366948601,0.42745608327911516,0.07482108002602472,0.23994811932555124,0.21208530805687204,0.23902439024390243,0.23285536159600997,0.2490118577075099,272,0.272108843537415,165,False,False,0.6600046189700159,0.061609178072596915,4.040404040404041,4.414141414141414,99,,,,,,,0.07289573902597365,20,STRONG,5.6,1.34,98.0,3,7,51,20,0,0,0,8,RP,21,417,111,19.9,4.68,1.84,10.19,1.93,20.235746641944576
682998,Corbin Carroll,L,AZ,1,Miles Mikolas,R,571945,822706,AZ @ WSH,10:35 AM,26/07,Final,0.7069444481359067,-245.0,257.0,71.0,True,0010111110,live,0,0,0.0,0.1605785417191143,0.2789309110317506,0.47513862638032256,0.23110751851471323,0.2846239478390007,20,1,-0.18730761922857686,1.04,45.3,D,0.24122236671001301,2.775275147864908,0.42163339005121,0.10380824187309151,20,5,0,0.3894736842105263,0.20216606498194944,0.4977228366948601,0.42745608327911516,0.07482108002602472,0.2406057206954571,0.28136419001218027,0.20194174757281552,0.24479333546940082,0.26495726495726496,262,0.2246376811594203,168,False,False,0.6438052349347781,0.06313921320112859,3.72,4.3,100,,,,,,,-0.08989605010437642,20,STRONG,5.6,1.34,98.0,3,7,51,20,0,0,0,8,RP,21,417,111,19.9,4.68,1.84,10.19,1.93,20.235746641944576
665161,Jeremy Peña,R,HOU,1,Erick Fedde,R,607200,824572,HOU @ CWS,11:10 AM,26/07,Final,0.7041984156542274,,,,True,1101111111,live,0,0,0.0,0.4084552498031035,0.4266884051427116,0.46214424374222185,0.5421169013260851,0.19119931362609327,20,1,0.10310030395136777,0.968,44.8,D,0.25406758448060074,2.294625218470131,0.40100250176271807,0.1822101870907641,20,6,0,0.23404255319148937,0.33714285714285713,0.4981179422835634,0.370138017565872,0.13174404015056462,0.32946145723336856,0.3,0.3093220338983051,0.31564551422319476,0.3219178082191781,160,0.3026315789473684,86,False,False,0.6803635370481178,0.023834878606109555,3.8947368421052633,4.315789473684211,57,,,,,,,0.32816662987636935,20,STRONG,4.16,1.4,93.0,5,6,66,35,0,0,0,10,RP,20,405,95,20.2,6.39,3.39,9.19,1.55,19.72829973316642
670541,Yordan Álvarez,L,HOU,2,Erick Fedde,R,607200,824572,HOU @ CWS,11:10 AM,26/07,Final,0.7041984156542274,-245.0,270.0,71.0,False,1111111110,live,0,0,0.0,0.38001519407105605,0.3990382493464085,0.5139215908672119,0.4399971752129361,0.17289538845771557,20,1,0.08565908115070847,0.968,44.8,D,0.25406758448060074,2.294625218470131,0.40100250176271807,0.1822101870907641,20,6,0,0.2647058823529412,0.35036496350364965,0.4981179422835634,0.370138017565872,0.13174404015056462,0.3340391741662255,0.29350348027842227,0.3943894389438944,0.33530455351862803,0.3603238866396761,291,0.26356589147286824,160,False,False,0.6848860428897431,0.019312372764484276,3.650485436893204,4.378640776699029,103,,,,,,,0.1921117397621569,20,STRONG,4.16,1.4,93.0,5,6,66,35,0,0,0,10,RP,20,405,95,20.2,6.39,3.39,9.19,1.55,19.72829973316642
686948,Drake Baldwin,L,ATL,1,Shane Baz,R,669358,824810,ATL @ BAL,10:35 AM,26/07,Final,0.701545036200763,-194.0,233.0,66.0,True,1111001111,live,0,0,0.0,0.32223968889942806,0.36091752417874656,0.5424530008404689,0.38396982402765467,0.14314218186378003,20,1,0.01647595285210357,1.044,47.3,D,0.26163391933815927,2.9120197941557304,0.4310735591441168,0.2166897446041324,20,6,0,0.2627118644067797,0.27918781725888325,0.5888773388773388,0.3295218295218295,0.0816008316008316,0.25780682643427744,0.23381770145310435,0.2967914438502674,0.25686977299880526,0.265625,218,0.2845528455284553,143,False,False,0.682862118629315,0.01868291757144802,3.888888888888889,4.45679012345679,81,,,,,,,0.04203312667207538,20,STRONG,4.05,1.37,117.2,4,9,105,42,0,0,0,20,SP,20,507,119,25.4,8.03,3.21,9.1,0.69,25.351119531397735
695506,Jac Caglianone,L,KC,4,Framber Valdez,L,664285,824246,KC @ DET,10:40 AM,26/07,Final,0.7005014598404093,-156.0,178.0,61.0,False,1111110000,live,0,0,0.0,0.17525235669864067,0.28274919859712316,0.5094887272574016,0.21088982745991813,0.17516871451632793,20,1,0.030004186630692653,1.004,44.7,D,0.27413793103448275,2.1240508517550603,0.4207559436329998,0.18125825828247394,20,5,0,0.27710843373493976,0.2471042471042471,0.48186528497409326,0.3252734599884859,0.19286125503742085,0.24436429215509467,0.23529411764705882,0.22055137844611528,0.23657718120805368,0.26455026455026454,211,0.24183006535947713,161,False,False,0.6783396127876898,0.022161847052719508,3.5257731958762886,3.8350515463917527,97,,,,,,,-0.03608760079066117,20,STRONG,4.57,1.38,108.1,5,7,88,38,0,0,0,20,SP,20,479,111,23.9,7.31,3.16,9.22,0.91,23.438089195237545
672695,Geraldo Perdomo,L,AZ,2,Miles Mikolas,R,571945,822706,AZ @ WSH,10:35 AM,26/07,Final,0.6979543575307825,-170.0,233.0,63.0,True,0001110000,live,0,0,0.0,0.13088192516295777,0.17765545187570467,0.1441008420939067,0.1343009835937802,0.10242166220023707,20,1,-0.03656914893617019,1.04,45.3,D,0.24122236671001301,2.775275147864908,0.42163339005121,0.10380824187309151,20,5,0,0.2553191489361702,0.21875,0.4977228366948601,0.42745608327911516,0.07482108002602472,0.22142857142857142,0.24592391304347827,0.22467771639042358,0.22769726247987118,0.26291079812206575,260,0.17518248175182483,169,False,False,0.6572905849664092,0.04066377256437326,3.5,4.29,100,,,,,,,-0.2142718615069452,20,STRONG,5.6,1.34,98.0,3,7,51,20,0,0,0,8,RP,21,417,111,19.9,4.68,1.84,10.19,1.93,20.235746641944576
